index,iso3,start_year,end_year,baseline_lays,delta_lays,baseline_lays_male,delta_lays_male,baseline_lays_female,delta_lays_female,baseline_pcr_modelled_pct,delta_pcr_modelled_pct,baseline_pcr_pct,delta_pcr_pct,baseline_pcr_wpia,delta_pcr_wpia,baseline_general_public_services_pct,delta_general_public_services_pct,baseline_defense_pct,delta_defense_pct,baseline_public_order_safety_pct,delta_public_order_safety_pct,baseline_economic_affairs_pct,delta_economic_affairs_pct,baseline_environmental_protection_pct,delta_environmental_protection_pct,baseline_housing_community_amenities_pct,delta_housing_community_amenities_pct,baseline_health_pct,delta_health_pct,baseline_recreation_culture_religion_pct,delta_recreation_culture_religion_pct,baseline_education_pct,delta_education_pct,baseline_social_protection_pct,delta_social_protection_pct,baseline_sector_sum_pct,delta_sector_sum_pct,baseline_education_nec_pct,delta_education_nec_pct,baseline_education_not_definable_by_level_pct,delta_education_not_definable_by_level_pct,baseline_education_total_pct,delta_education_total_pct,baseline_post_secondary_non_tertiary_pct,delta_post_secondary_non_tertiary_pct,baseline_ecd_and_primary_pct,delta_ecd_and_primary_pct,baseline_education_rnd_pct,delta_education_rnd_pct,baseline_secondary_pct,delta_secondary_pct,baseline_education_subsidiary_services_pct,delta_education_subsidiary_services_pct,baseline_tertiary_pct,delta_tertiary_pct,baseline_all_staff_pcttotal,delta_all_staff_pcttotal,baseline_capex_pcttotal,delta_capex_pcttotal,baseline_currex_pcttotal,delta_currex_pcttotal,baseline_expenditure_pctbudget_imf,delta_expenditure_pctbudget_imf,baseline_expenditure_pctbudget_uis,delta_expenditure_pctbudget_uis,baseline_expenditure_pctgdp,delta_expenditure_pctgdp,baseline_expenditure_perchild_ppp,delta_expenditure_perchild_ppp,baseline_lang_match_pct,delta_lang_match_pct,baseline_teaching_staff_pcttotal,delta_teaching_staff_pcttotal,baseline_fsi_total,delta_fsi_total,baseline_sap,delta_sap,baseline_pop_total,delta_pop_total,baseline_sap_share,delta_sap_share,baseline_hh_exp_pct,delta_hh_exp_pct,baseline_private_enrolment_pct,delta_private_enrolment_pct,baseline_debt_pct_gdp,delta_debt_pct_gdp,baseline_gdp_growth_pct,delta_gdp_growth_pct,baseline_gdppc_2015_usd,delta_gdppc_2015_usd,baseline_inflation_pct,delta_inflation_pct,baseline_lang_frac,delta_lang_frac,income_group,panel
58,OMN,2010,2017,7.4885415,0.20377978571428557,7.021781,0.19688842857142866,7.955302,0.21067114285714286,,,,,,,0.0880511400181143,,0.247850570337214,,0.0107504298859326,,0.1031857501017289,,0.007954530538309,,0.121956341966055,,0.0513631650105666,,0.0151871152356825,,0.137563498418282,,0.0378037094889936,,0.8216662510008788,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.1375634984,,,,,,,,,,,,,,285496.0,12111.857142857143,2757446.0,254278.57142857142,0.103536388382583,-0.003132904376417629,,,,,,,2.47199856582773,-0.30970585712932586,22766.0503620721,-641.157828351014,3.25657959078624,-0.23821220787260713,0.36,0.0,High income,1
59,PAN,2010,2017,6.91294265,0.03886533571428582,6.7410603,0.06127709999999999,7.084825,0.0164535714285714,92.58999633789062,0.19142913818359375,92.2101821899414,0.6414025442940853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416802.0,3453.4285714285716,3628535.0,67167.42857142857,0.1148678461142031,-0.0010398277499711578,,,11.45046997070313,0.23064708709716722,,,6.07339340909564,-0.047047705601244286,10698.0717490512,621.0676957948288,3.491288726188,-0.3736718296325888,0.39,0.0,High income,1
60,PER,2010,2017,7.722403,0.07965671428571446,7.602899,0.09387157142857142,7.841907,0.06544185714285725,91.66000366210938,0.609999520438058,93.5,0.528571428571429,0.8773000000000001,0.010485714285714274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6456500244140625,-0.01577687399727958,0.2092223930358887,-0.0040652138846261265,0.790777587890625,0.0040652138846261066,,,0.1349236965179443,0.006898271015712197,0.0286730003356933,0.0015200141498020712,1182.430541992188,107.00071498325886,,,0.4917988967895508,-0.010690939767020085,,,3353949.0,13374.285714285714,29086019.0,319802.5714285714,0.11531138035769,-0.0007502909048580998,2.983445882797241,0.047657319477626255,22.06504058837891,0.737497057233537,23.6817913403586,0.152364023996657,8.33245910749577,-0.8305176664520602,5167.39259325937,184.28954418397709,1.52832059732901,0.20951140868077428,0.34,0.0,Upper middle income,1
61,PRT,2010,2017,11.0010785,0.06556021428571437,10.905258,0.09210600000000012,11.096899,0.03901442857142839,99.1500015258789,0.03142874581473417,,,,,0.1440093245921161,0.003136100609900387,0.0366712011520203,-0.002505590187037186,0.0384565984738449,-0.00012347950521064292,0.1236061560817003,-0.0010970440558195984,0.0142692088831884,-0.00013316211027438553,0.0108018628599575,-0.00015490059382412848,0.1440038353503652,-0.0008934506082781005,0.0233158116450747,-0.0006625012508545572,0.1295759852363412,-0.0040775259405358855,0.3352900050042158,0.006511555173530573,0.9999999892788244,1.5315965162798761e-09,0.0560095753867681,-0.003067260862616429,0.0776691220998335,-0.0026102838733357133,1.0,0.0,0.0012428442956293,0.0005423080136180856,0.3306235560240136,0.003471633840809158,0.0047949745436595,-7.146417110608565e-05,0.3933377555345709,-0.002753056876604741,0.0359975565090381,0.0008617846642022134,0.1003246983469368,0.003626327444969185,0.8410967254638672,-0.0025731985909598193,0.0379116988182067,-0.00011168548039027147,0.9620883178710936,0.00011168343680245663,0.1297274411,-0.004094018300000002,0.1041672992706299,0.0009069143022809709,0.0540499019622802,-0.0005401999609810855,8798.765625,244.67940848214286,,,,,,,668213.0,-9121.57142857143,10573100.0,-38971.42857142857,0.0631993455088857,-0.0006464474480656712,0.4135661125183105,0.11710127762385777,11.80617046356201,0.15669849940708705,,,1.73762453640036,0.22529936362278574,19698.6836791397,95.07322777927142,1.40257289895369,-0.0048512546455671424,0.02,0.0,High income,1
62,PRY,2010,2017,6.96174195,0.020465435714285718,6.8342915,0.05081550000000006,7.0891924,-0.009884628571428624,88.55000305175781,0.5414276123046875,87.1,0.528571428571429,0.7967,0.007571428571428578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6552694702148437,,0.0651664018630981,,0.9348336029052734,,,,0.1876240921020508,,0.027707200050354,0.00045700099626769984,1009.682067871094,,,,0.5249956893920897,,,,748035.0,-3144.4285714285716,5737971.0,85812.71428571429,0.1303657686663108,-0.0022609619431596434,1.857101800276117,,18.29413032531738,,,,11.0952312685449,-0.89787891614616,5191.05014254362,150.29764126381153,4.65116279069765,-0.14981219674403137,0.6,0.0,Upper middle income,1
63,QAT,2010,2017,7.972252,0.08253542857142866,7.655084,0.0421308571428571,8.28942,0.12294000000000008,97.47000122070312,0.29428536551339285,,,,,0.380315791689766,,0.0479401399308065,,0.0472999810524985,,0.246598011214114,,0.0046523624727191,,0.0131697064540804,,0.0496430852146331,,0.0921815310984639,,0.111213250619303,,0.006985691127657,,0.9999995508740416,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.1112133026123047,,0.1381727027893066,-0.007509171622140071,0.0453965997695922,-0.0022460000855582,,,,,,,,,86128.0,7348.857142857143,1616832.0,132712.57142857142,0.0532696037683568,0.00010971358846162802,,,55.4681396484375,1.1957599094935827,,,19.5921744776308,-3.0128195097828168,72333.8027430124,-1119.4540698055291,-2.42525675161714,0.4028765236714493,0.48,0.0,High income,1
64,ROU,2010,2017,8.933599000000001,-0.01765700000000032,8.740379,-0.005768428571428785,9.126819,-0.029545571428571345,98.93000030517578,0.008571079799105112,97.905,0.005714285714284577,,,0.1172267180324403,0.0005892783036168149,0.0361616612442888,0.0024664311175020995,0.0595952596281462,1.5095679037242793e-05,0.1791212224427714,-0.006913377340685085,0.0190700132721015,-0.0005964037624633574,0.0321471441491173,-0.0008954662124845142,0.1030004345732372,0.0038045052996334844,0.0259978153885906,0.0005760318620854711,0.0826281110158443,0.0003796476423772712,0.3450516202534618,0.0005742574113806424,1.0,3.172065784643304e-17,0.0660408469603584,0.0009494155023637132,0.0303850440082785,0.0013784574294159145,1.0,0.0,0.0062259773931633,0.0002751264051812285,0.2594384680115535,-0.006032893646058445,0.0001137164820668,8.265390649397142e-05,0.3353669630876298,0.011374310596426145,0.0245627601264527,0.0006073443122888002,0.2778662239304965,-0.008634414506111326,0.6215034103393555,0.010884099687848758,0.1076210021972656,-0.0084461430140904,0.8923789978027343,0.008446143014090413,0.08235834079,0.0003862185671428423,0.0912913036346435,0.0013193144117083003,0.0341647005081176,-0.00042611428669520057,3811.4189453125,-115.27915736607143,,,0.6215034103393555,0.010884099687848758,,,842457.0,31594.428571428572,20246871.0,-94022.28571428571,0.0416092442135873,0.0018126061264985432,0.1133608967065811,-0.013291728017585614,0.3316200077533722,0.10674142411776955,,,-3.90581157302972,1.7287556913489044,7660.70667630517,349.3600399171615,6.09141668601891,-0.6789136392821443,0.17,0.0,High income,1
65,SAU,2010,2017,7.435248599999999,0.09639305714285726,7.2551126,0.05641248571428571,7.6153846,0.13637362857142868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2592838.0,60129.42857142857,23978487.0,999838.2857142857,0.1081318433477475,-0.001549032456531844,,,9.18323040008545,1.0321956362043114,,,5.0395150823517,-0.5510582890812672,21830.1424272816,172.13965292701428,5.33941733020903,-0.8820375807480394,0.09,0.0,High income,1
66,SEN,2010,2017,4.51651515,0.039069264285714285,4.472821,0.03673985714285725,4.5602093,0.04139867142857133,38.95000076293945,1.6742853437151228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7257570648193359,0.01493958609444755,0.0914758968353271,-0.003215056828090128,0.9085240936279296,0.0032150595528738857,,,0.0251060009002685,0.026558700289045074,0.0054477000236511,0.005993299824850899,3.086040019989014,,,,0.6177693939208984,0.004541462489536844,,,2021357.0,64460.42857142857,12635413.0,405655.5714285714,0.1599755385914176,-2.8080122410745994e-05,,,13.98785018920898,,,,3.39088925336209,0.5737995618484586,1153.53431121583,22.653573792094285,1.22868119673344,0.012781707392064285,0.7,0.0,Lower middle income,1
67,SGP,2010,2017,12.450180499999998,0.06568850000000026,12.366867,0.06330471428571448,12.533494,0.0680722857142858,,,,,,,0.0734741538046976,-0.000534674458642028,0.2444604602720742,-0.007793159776043299,0.0554221299292333,0.0020136133075960134,0.1466146841377009,0.004259232183426942,0.0,0.0027453230759492716,0.0905081983690944,-0.002529333280954001,0.0812865034335415,0.0076303812211149695,0.0207060413650332,0.0018156895059935857,0.210206311899451,-0.005366669742409601,0.0773215167891734,-0.002240402036031829,1.0,0.0,0.0,0.010276697989042257,0.0,0.007430136818585286,1.0,0.0,0.0,0.0,0.0,0.023745392375063956,0.0,0.0006362129804938285,0.5528380014446898,-0.055231464974177434,0.0,0.0,0.4156942141192988,0.01763842258756518,,,0.0920281028747558,,0.9079718780517578,,0.2102063119,-0.005366669742857143,0.1857172966003418,-0.0018831550475337442,0.0308044004440307,-0.0002875374574080855,9873.794921875,1566.0574776785713,,,,,,,,,,,,,,,,,101.449782417951,1.1067491138638579,14.5197497108994,-1.4346929360629486,48752.0515441859,1533.3214347437429,2.82884527612958,-0.3217260121356548,0.38,0.0,High income,1
68,SRB,2010,2017,9.4323465,0.24609335714285713,9.292819,0.2538830000000001,9.571874,0.23830371428571442,99.47000122070312,0.018571036202566966,,,,,0.0891094612159126,,0.0510978858505792,,0.05379718912882,,0.1397755730456649,,0.0080351905634455,,0.0335003671762618,,0.132694763550753,,0.0233866271451136,,0.089741261518735,,0.378861680804713,,0.9999999999999988,,,,,,1.0,,,,0.6921455155676417,,,,0.3091328262903514,,,,0.2887944917236318,,,,,,,,0.08974126152,,,,,,,,,,,,,,295280.0,-3881.0,7291436.0,-38654.0,0.040496823945242,-0.0003298223332846999,,,0.0847600027918816,0.01290857046842574,,,1.61097281449412,0.10749004436588283,5690.70327182682,72.79398772781431,6.14255360247248,-0.4302130166530472,,,Upper middle income,1
69,SVK,2010,2017,10.2425245,0.01963935714285725,10.0584,0.03879999999999991,10.426649,0.0004787142857143323,99.7300033569336,0.005713326590401786,,,,,0.1124814989653618,0.0007617220906863854,0.030852875513326,0.001126513859098543,0.062511668518249,-0.0011785119548578724,0.1137207577171942,0.0024804771611185,0.0185738319946333,-0.0004093738160396853,0.0176567130804533,-0.000952928205751343,0.1863148423552128,-0.006383036967958944,0.0320453182177957,-0.0008889513925520429,0.1071100762757284,-0.0011143210679637275,0.3187325593364118,0.006558377325259395,1.0000001419743667,-3.296896078364142e-08,0.0426621997329118,0.005994115973302687,0.0570846298376594,0.0016911038183189436,1.0,0.0,0.0,0.0,0.4082654843209962,-0.0205667689239545,0.0026808230027205,7.048426102485711e-06,0.1909567787707979,0.016827823296385002,0.0867890765575449,0.00548564811825577,0.2115610077773691,-0.009438970708410373,0.5697822952270508,0.014015628269740501,0.1218200969696045,-0.009561670848301484,0.878179931640625,0.009561669485909594,,,0.0985927963256835,-1.2856892177028265e-05,0.0404704999923706,-0.0001832713399614714,6360.328125,244.92466517857156,,,0.4158013916015625,0.010983243669782372,,,208997.0,2915.4285714285716,5391428.0,6829.142857142857,0.0387646834938721,0.0004873296469128285,1.002485036849976,,5.950920104980469,0.2500028610229492,,,6.79058159142423,-0.5594069024124686,14596.1477776887,371.3058706439427,0.957018132975143,0.050703964179591,0.26,0.0,High income,1
70,SVN,2010,2017,11.1929355,0.05958064285714266,10.901346,0.07980771428571438,11.484525,0.039353571428571446,99.44000244140624,0.0014277866908522746,99.325,0.041428571428570295,,,0.1124699992212703,0.0027627814766910874,0.029679990235255,-0.0013572560613337428,0.0372985255760193,-0.00014510679329035703,0.1052611172408121,-0.00045869438877729963,0.0133553229671874,-0.0004416350567524715,0.0137234149132853,-0.0003975767731757141,0.1360654531025377,0.0017639441735746442,0.0430521018263397,-0.0016740325595875855,0.1285836329400894,-0.0007172563293671005,0.3805104966632747,0.0006648244997226446,1.0000000546860712,-7.81229588956275e-09,0.0357035773751172,-0.0023970251771358716,0.0118933953698052,0.000627163458620957,1.0,0.0,0.0,0.0,0.3486455393919547,0.0033653128928880028,0.0007629805576052,7.474132057815715e-05,0.372965650989557,-0.0012041239850223825,0.0519434952079802,-0.0004687132332981433,0.1780857864037205,2.5231665228989516e-06,0.6998773193359376,0.0023567853655133775,0.0866399002075195,-0.0025603144509451703,0.9133601379394533,0.002560304914201989,0.1288875012,-0.0007919844142857144,0.1102781963348389,-0.00030708585466657223,0.0559362983703613,-0.0010997424806867284,13116.05859375,-360.47098214285717,,,,,,,108996.0,2471.8571428571427,2048583.0,2543.5714285714284,0.0532055572071036,0.001130729082681443,0.7701839208602905,,0.3807899951934814,0.06714714424950737,,,1.11213719306735,0.5803235661046042,20444.1201295876,279.09190989229995,1.80117022137134,-0.05315182688261144,0.22,0.0,High income,1
71,SWE,2010,2017,11.1223015,0.07967121428571414,10.946347,0.08766471428571444,11.298256,0.07167771428571434,99.94000244140624,-0.0014288766043506484,99.675,-0.09928571428571331,,,0.1177065924222625,-0.0016865745657949727,0.0291528570930014,-0.0008154955646947427,0.0262052759541969,-8.869155441651405e-05,0.090802228440031,0.00031630408071915694,0.0090128068273535,6.943482390824289e-05,0.010443112127183,0.00020264135310894306,0.1352801808544051,0.0007908874647254149,0.028790018219497,-0.00013482070345635744,0.1394176519173126,0.0012908464200860853,0.4131892761447566,5.5468245814744534e-05,1.0,0.0,0.010668393741209,0.00032016907825424274,0.037269844801691,0.00029756813345948555,1.0,0.0,0.0035799712330835,-0.00012340882906664285,0.5827247514681458,0.008104709177962006,0.0006118929743561,-1.2070440730014287e-05,0.1884352227846693,-0.004451245116105098,0.0034369313170002,-9.544027120837139e-05,0.1732729916798449,-0.0040402817325655704,0.6312567901611328,0.0041769627162388445,0.0562072992324829,-0.0020507996422903865,0.943792724609375,0.002050792149135061,0.1272410755,0.0012648715000000024,0.1319379043579102,0.0033473709651402023,0.0656318998336792,0.001536143166678286,15419.814453125,-199.4041573660717,,,,,,,580970.0,17098.85714285714,9378126.0,97081.71428571429,0.0619494768997558,0.0011021106148072421,0.0020427999552339,,9.49038028717041,0.13988426753452846,,,5.75076477579255,-0.5525632751608701,48205.5492512742,526.9750809295147,1.15798802715628,0.09093014564280145,0.2,0.0,High income,1
72,TCD,2010,2017,2.77094885,-0.0208498357142857,3.3469667,-0.045280957142857146,2.194931,0.0035812857142857473,24.73999977111816,0.7671429770333427,27.22,,0.2945525348186493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3132169914245605,,0.6867829895019532,,,,0.0811927986145019,0.011776384626116085,0.0150397002696991,0.0004786428383418427,166.9293060302734,,,,,,,,2134632.0,91773.42857142857,12312575.0,472883.4285714286,0.173370070842208,0.0006266239567475827,2.099571943283081,,8.4451904296875,0.7679699489048544,,,13.6738272741836,-2.184470928826644,956.953018715651,-11.125303321276144,-2.07786574641866,0.07725230237289425,0.86,0.0,Low income,1
73,TGO,2010,2017,4.5374203,0.14322567142857143,4.7782826,0.1502453428571429,4.296558,0.136206,58.93999862670898,2.537142617361887,57.44461059570313,3.197531563895088,0.365200012922287,0.04921285169465201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7466532135009766,,0.1060890007019043,,0.8939109802246094,,,,0.1961576080322266,0.005034683772495814,0.0295976996421814,0.0011507143293108142,176.6669769287109,,,,,,,,1031720.0,34965.857142857145,6732590.0,189221.42857142858,0.153242659957015,0.0007408413044461271,,,33.73403930664063,-0.5090299333844877,,,5.85433399076879,-0.26377448501420286,644.5632812645,18.530230868990852,1.44594517430864,-0.34683357760739414,0.9,0.0,Low income,1
74,THA,2010,2017,8.436641,0.02476557142857137,8.095407,0.07637042857142871,8.777875,-0.026839285714285715,97.3000030517578,0.15285709926060673,,,,,0.2023140059715313,0.019151944223406298,0.0803796585732124,-0.002628817011874072,0.0582359653927489,-0.0006316866289189996,0.2090498818687985,-0.006570171095938473,0.0021181069701667,-9.172281684322853e-05,0.0206278834273684,0.00020685481651421426,0.0976058585939108,-0.005929636913133157,0.0097967179276563,0.0006268393209271714,0.2039165225040554,-0.006579635034555985,0.1159553987705507,0.002446031140415972,1.0,-2.854859206178974e-16,0.0,0.005921495842252471,0.0,0.0018646687523878572,1.0,0.0,0.0,0.0,0.4665715341535743,0.0006447770145732486,0.0,0.0005067594376778428,0.2098866899459147,0.0036731549957526428,0.0,0.0027233283068664855,0.1625277498442645,0.007667819372810485,0.5090148162841797,,0.0327768993377685,,0.9672231292724608,,0.2003800629,-0.005981131757142857,0.1622262001037598,0.0030567820290655435,0.0350846004486084,-6.162652636742896e-05,3479.700439453125,,,,,,,,5766500.0,-148108.57142857142,68579447.0,368677.14285714284,0.0840849591569322,-0.0025169800906763872,,,18.21879959106445,0.362819944109236,26.9008455475014,,7.51339053261624,-0.47652992864516286,5059.35747831657,145.34079981203573,3.24758842443723,-0.3688509330431606,0.63,0.0,Upper middle income,1
75,TLS,2010,2017,5.601970700000001,0.03757561428571421,5.504037,0.013708999999999907,5.6999044,0.06144222857142851,63.90000152587891,1.382857186453682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3777848052978516,,0.0971251010894775,,0.9028749084472656,,,,0.091542100906372,-0.001337885175432473,0.1110657978057861,-0.005622342654636929,,,,,0.3471902847290039,,,,179749.0,1402.857142857143,1084679.0,23860.571428571428,0.1657163086959367,-0.0020382060901519283,,,13.48322010040283,-0.12080287933349584,,,9.33149806305823,-1.7877018881174571,1195.38066079604,10.243707882958558,6.76597680236481,-0.8869658949906356,0.53,0.0,Lower middle income,1
76,TUN,2010,2017,6.805460999999999,-0.07506585714285714,6.482104,-0.08458628571428571,7.128818,-0.06554542857142856,89.41999816894531,0.6157150268554688,,,,,0.164542682509948,,0.0558981581502195,,0.0885578329892114,,0.237129613170525,,0.0160734552117375,,0.0764155716297703,,0.0619009202412043,,0.0332681552787387,,0.243118701543763,,0.0230949092748827,,1.0000000000000009,,,,,,1.0,,,,0.0,,,,0.725478065241842,,,,0.2745219347581547,,,,0.1035076999664307,,0.8964923095703125,,0.1849963583,,0.2484683036804199,,0.0596306991577148,,,,,,,,,,994034.0,16408.571428571428,10765980.0,126359.71428571429,0.092331027923143,0.0004069911106372289,,,2.088030099868774,0.552161387034825,38.7660002963438,,2.97113275066512,-0.10264548206560718,3906.90625867605,22.271400952734243,3.33897963601069,0.28140982280682136,0.01,0.0,Lower middle income,1
77,TUR,2010,2017,9.11895475,-0.03056496428571417,9.142585,-0.0360835714285714,9.0953245,-0.02504635714285719,93.86000061035156,0.3471429007393973,,,,,0.1717272742230466,-0.002333839320969069,0.0402627026057578,0.000825247924509943,0.0477533484476105,0.0015008869446442713,0.1273412798837865,-0.0015285921940153705,0.0116681047202261,0.0003094701363606573,0.0387534262354242,0.0007132395337219143,0.1747581727315266,-0.0032489309759944868,0.0208350243981776,0.00027559366439930004,0.1037107903634976,0.00019070818556938502,0.2631898763909468,0.003296216101773299,1.0000000000000009,-1.9032394707859825e-16,0.0,0.007131631056807443,0.0,0.0055881232683283,1.0,0.0,0.0,0.0008368587696953143,0.0,0.052785127434758876,0.0,0.0019114349322691857,0.0,0.03637341071786192,0.0,0.011238901430937842,0.0,0.026991655246484097,,,,,,,0.1058818344,0.0003157462714285718,,,,,,,,,,,,,6345177.0,-177832.14285714287,73142150.0,1024364.0,0.0867513055057856,-0.00332073338104357,,,,,45.1797411845197,-2.2294747450833143,8.54219848467686,-0.10233445495013134,8472.57809050119,504.7239845688585,8.56644420552976,0.36826669693524877,0.22,0.0,Upper middle income,1
78,UKR,2010,2017,10.270949,-0.009421285714285688,10.269108,-0.012729714285714218,10.27279,-0.006112857142857158,99.45999908447266,0.008571079799107142,,,,,0.0881766442585021,0.006535280495431143,0.0216509964258265,0.005502576900944899,0.055000923499866,0.002371037957070814,0.0848021584596022,-0.0008041779667896,0.0054806282546692,6.656104955185711e-05,0.010363156782038,0.0017347350584717715,0.0879978408420487,-0.0007352161236926284,0.0222868184513746,-0.0003700203729867429,0.1523395838755397,-0.0011968762665399582,0.4719013720174198,-0.013103918283874012,1.000000122866887,-1.7552412444134446e-08,,,,,1.0,0.0,,,0.128234494578792,0.004332011820449372,,,0.4114768586327629,0.00894331086338874,,,0.3229187724370222,-0.013815432264828545,,,,,,,0.1523395839,-0.0011968762714285716,,,,,,,,,,,,,1539241.0,46386.42857142857,46456003.0,-145708.85714285713,0.0331333067978319,0.0011271722560137715,,,0.548799991607666,0.02651857478278024,28.8666366228354,5.409715697636015,4.09200436668087,-0.24743315509799427,2285.93383789063,-9.740129743304285,9.37293105078978,0.7236273854407312,0.47,0.0,Upper middle income,1
79,USA,2010,2017,10.3521425,0.1125510714285716,10.354109,0.10512728571428578,10.350176,0.11997485714285716,99.6500015258789,0.022856576102122567,99.67774200439452,-0.0013689313616051127,,,0.147630442328206,6.024740984523055e-05,0.1085492599848046,-0.003632786624583529,0.0525515342119448,-4.285606648924253e-05,0.0924394375010262,-0.00034712644012431515,0.0,0.0,0.022311396051795,-0.0010787634604474,0.2049521596721379,0.005787003822283999,0.0073084153814614,-7.54550987368573e-06,0.1556168553775795,0.0004307983484506434,0.2086404993365801,-0.0011689714377095737,0.9999999998455358,4.135215979163474e-11,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,0.1556169088,0.0004307959285714258,,,,,,,,,,,,,24311928.0,51760.28571428572,309378227.0,2461483.1428571427,0.0785831900187339,-0.0004337635565165706,,,,,85.1548294082739,1.8178895707020442,2.69519257744442,-0.03393861127419281,52555.7695134023,799.4189465404426,1.6400434423899,0.07000950875281574,0.25,0.0,High income,1
80,ZAF,2010,2017,6.30822565,-0.17046080714285708,6.321889,-0.2016984285714285,6.2945623,-0.13922318571428566,92.43000030517578,0.36999947684151785,,,,,0.1956962223105305,0.0033046843785902724,0.0290216209544895,-0.0007401648002503283,0.0998831919228835,-0.002323196760510886,0.1655948722441587,-0.001968421875760129,0.0071901993025209,7.846999519202853e-05,0.0659007915961345,-0.0019694313752739437,0.1131089990804834,0.00042500025735181524,0.0272976663090133,-0.0007256160377550569,0.172349560874308,0.0023501353222799165,0.1239568754054774,0.0015685408961362596,1.0,-6.344131569286608e-17,0.0005446098864528,0.02375996239591694,0.0001384970753657,4.166348593157142e-06,1.0,0.0,0.0487664021376114,-0.001693267065484729,0.3759257216617712,-0.013497307919379522,0.0,3.1301320684014287e-05,0.269414029312524,-0.008937538609963828,0.0,0.0,0.3052107399262748,0.0003326835296339164,,,,,,,0.1723495609,0.0023501353142857118,0.1804437065124512,0.0009641701834542422,0.0513496017456054,0.0006624569211687432,2360.854736328125,28.654471261160715,,,,,,,6790781.0,89162.71428571429,52344051.0,755873.0,0.1297335775559289,-0.00015440911196221548,,,3.301620006561279,-0.02219857488359711,,,3.03973288127956,-0.26882656135174426,5953.94506512821,24.535283660212762,4.06749555950263,0.15981299939126575,0.87,0.0,Upper middle income,1
0,ALB,2010,2018,7.39518545,0.18465788125000016,7.0276556,0.1646715499999999,7.7627153,0.2046442125000001,97.95999908447266,-0.08374977111816406,,,,,0.197190324945028,-0.0018294144050288869,0.0361728696690827,-0.001569421625329838,0.0524608410022531,0.0010228185387805245,0.1429513804055705,-0.005627188762754039,0.0003746233406629,0.000329340453293375,0.0634742242853652,0.0022332508603379875,0.0886554279664467,0.0019401320410976138,0.010641474604338,0.0006313643083827624,0.1148573445177403,-0.0006437971333081126,0.277145261557673,0.005522444187758498,0.9839237722941608,0.0020095284632298954,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,0.1148573445,-0.0006437971249999997,,,,,,,,,,,,,225092.0,-7710.625,2913021.0,-38161.0,0.0772709843149088,-0.0018260638522267364,,,5.192609786987305,0.3185237646102905,,,2.97315442681247,0.08728310677207629,3579.82413181046,164.2499529470888,3.6271009151748,-0.19988016055793123,0.04,0.0,Upper middle income,2
1,ARE,2010,2018,8.803356,0.11263374999999987,8.371061,0.1574826250000001,9.235651,0.06778487499999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405598.0,25357.125,6869838.0,309607.875,0.0590404024083246,0.0007572459492620615,,,,,,,1.60285004671343,-0.008210401872283724,42328.8508165469,131.11688164694988,0.877983288285867,0.27383131302926284,0.49,0.0,High income,2
2,ARG,2010,2018,8.236023,0.06287437500000004,7.908725,0.09658050000000007,8.563321,0.029168249999999896,95.37999725341795,0.10125064849853516,92.67375183105467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8587178039550781,-0.004983663558959961,0.0421950006484985,-0.0020752125978469875,0.9578050231933594,0.002075204849243159,,,0.1504796981811523,-0.0031557869911193748,0.0501972007751464,-0.00017747521400451275,4268.916015625,-25.986572265625,,,0.6174644088745117,-0.010232000350952147,,,4187912.0,22738.5,41288694.0,420773.5,0.1014299943708561,-0.00044654812292205075,0.700502012014772,0.03157279965276699,23.63710021972656,0.35614871978759766,,,10.1253981561002,-1.5928493273650726,13387.1553748458,-41.1033537313001,,,0.06,0.0,Upper middle income,2
