iso3,year,all_staff_pcttotal,capex_pcttotal,currex_pcttotal,expenditure_pctbudget_imf,expenditure_pctbudget_uis,expenditure_pctgdp,expenditure_perchild_ppp,lang_match_pct,teaching_staff_pcttotal
AIA,2022,,,,,0.1335959095412863,0.025001240575064202,,,
AIA,2023,,,,,0.12973857208634582,,,,
AIA,2024,,,,,0.102872343982428,,,,
ALB,2010,,,,0.11485734450000001,,,,,
ALB,2011,,,,0.11106843359999999,0.1096722347168107,0.031788131074302645,,,
ALB,2012,,,,0.11626994939999999,0.11509856714685039,0.03295339869285979,,,
ALB,2013,0.7991885375976563,0.0858683967590332,0.9141316223144531,0.11580032750000001,0.1212390995025635,0.03533550024032593,,,
ALB,2014,,,,0.1098846028,0.1091816811673631,0.03181777345532536,,,
ALB,2015,0.7948271179199219,0.08054579734802246,0.9194541931152344,0.104410241,0.1117755031585693,0.03413000106811523,4607.0419921875,,0.7794509887695312
ALB,2016,0.7270928955078125,0.08362409591674805,0.9163761138916016,0.1082978737,0.1359696006774902,0.03919970035552979,,,0.7084256744384766
ALB,2017,0.7978771209716797,0.08299460411071777,0.917005386352539,0.1057019058,0.1238521003723145,0.03546730041503906,5617.80859375,,0.7760199737548829
ALB,2018,0.8772704315185547,0.061156301498413085,0.9388436889648437,0.1097069675,0.1088173224365852,0.03082013704073892,,,0.8455793762207031
ALB,2019,0.7262287902832031,0.1315517997741699,0.8684481811523438,0.1140018018,0.1343340015411377,0.03870179891586304,6703.02294921875,,0.7079193115234375
ALB,2020,0.7585260009765625,0.1140919971466064,0.885907974243164,0.1013438364,0.10267430305480961,0.03325050115585327,,,0.742430191040039
ALB,2021,0.8415312194824218,0.08427860260009766,0.915721435546875,0.09833778124,0.09409009933471679,0.03005559921264648,,,0.8415312194824218
ALB,2022,0.8042133331298829,0.10637430191040041,0.8936257171630859,0.09796485724,0.09014089584350586,0.02729779958724976,,,0.8042133331298829
ALB,2023,0.7146056365966796,0.1750764083862305,0.8249236297607422,0.1005177164,0.1085657978057861,0.03091530084609985,4130.80029296875,0.9038775634765625,
AND,2010,0.36743911743164065,0.01683200001716614,0.9831680297851563,,,0.02976629972457886,10282.3759765625,,0.2927318954467773
AND,2011,0.370164794921875,0.011758999824523931,0.988240966796875,,,0.02987060070037842,10537.626953125,,0.2955488014221191
AND,2012,,,,,0.09841613913290762,0.0256577895521486,,,
