iso3,year,sap,pop_total,sap_share,hh_exp_pct,private_enrolment_pct
AGO,2021,5847964.0,34532429.0,0.1693470216068496,,18.6281795501709
AGO,2022,6031156.0,35635029.0,0.1692479610441737,,
AGO,2023,6207232.0,36749906.0,0.16890470413720243,,18.14879989624023
AGO,2024,6378034.0,37885849.0,0.16834871510996097,,
AGO,2025,6543603.0,,,,
AIA,2010,,,,,2.962960004806519
AIA,2011,,,,,11.7861499786377
AIA,2019,,,,,8.928569793701172
AIA,2022,,,,,5.807889938354492
ALB,2010,225092.0,2913021.0,0.07727098431490882,,5.192609786987305
ALB,2011,212305.0,2905195.0,0.07307771079049771,,5.394139766693115
ALB,2012,202436.0,2860708.0,0.07076430030607808,,5.487450122833252
ALB,2013,196007.0,2816902.0,0.06958247038768121,,5.549099922180176
ALB,2014,185050.0,2773767.0,0.0667143274831664,,5.778659820556641
ALB,2015,178225.0,2731293.0,0.06525297725289816,0.2282239943742752,5.931379795074463
ALB,2016,170492.0,2689469.0,0.06339243917665532,2.062525033950806,6.536389827728271
ALB,2017,165865.0,2648285.0,0.06263109899425477,,7.39093017578125
