iso3,year,sap,pop_total,sap_share,hh_exp_pct,private_enrolment_pct
DMA,2018,6417.0,68174.0,0.09412679320562091,,
DMA,2019,6297.0,67880.0,0.09276664702416028,,40.77148056030273
DMA,2020,6227.0,67573.0,0.09215219096384651,,40.80841064453125
DMA,2021,6079.0,67202.0,0.09045861730305646,,41.19179153442383
DMA,2022,5935.0,66826.0,0.0888127375572382,,40.88249969482422
DMA,2023,5820.0,66510.0,0.08750563824988723,,40.4439811706543
DMA,2024,5728.0,66205.0,0.08651914507967676,,
DMA,2025,5557.0,,,,
DNK,2010,402613.0,5547683.0,0.07257318055123192,0.3623301088809967,13.72873020172119
DNK,2011,465236.0,5570572.0,0.08351673759893957,0.3372795879840851,14.44137001037598
DNK,2012,463706.0,5591572.0,0.08292945168192416,0.385996401309967,14.98923969268799
DNK,2013,463545.0,5614932.0,0.08255576380978434,0.3563579022884369,14.86365985870361
DNK,2014,462046.0,5643475.0,0.08187260508817705,0.35869300365448,15.28159046173096
DNK,2015,464439.0,5683483.0,0.0817173201714512,,15.65172958374023
DNK,2016,466924.0,5728010.0,0.08151591914120261,1.57470703125,16.28362083435059
DNK,2017,468875.0,5764980.0,0.08133159178349274,0.4959529936313629,16.59432029724121
DNK,2018,464880.0,5793636.0,0.08023976653003399,1.484292030334473,17.06842041015625
DNK,2019,459343.0,5814422.0,0.07900062981324713,1.436583995819092,17.37941932678223
DNK,2020,450184.0,5831404.0,0.07719993332651966,1.603109002113342,17.72768974304199
DNK,2021,442578.0,5856733.0,0.07556738543484909,1.454131960868835,18.03790092468262
DNK,2022,434445.0,5903037.0,0.07359686208980225,0.451310008764267,18.3404598236084
DNK,2023,436537.0,5946952.0,0.07340516620951372,,18.38525009155273
DNK,2024,433208.0,5976992.0,0.07247926716314829,,18.54788017272949
DOM,2010,1192603.0,9820175.0,0.12144416978312504,2.197829961776733,23.13488960266113
DOM,2011,1188921.0,9945621.0,0.1195421583026339,2.201569080352783,23.26516914367676
DOM,2012,1183301.0,10070411.0,0.11750275137727745,2.35865592956543,23.47381973266602
DOM,2013,1178832.0,10193833.0,0.11564168257416028,2.477406978607178,23.51988983154297
DOM,2014,1173308.0,10315528.0,0.11374192382590595,2.388957023620605,23.56004905700684
DOM,2015,1166938.0,10434829.0,0.11183106115107397,2.304876089096069,22.50942993164063
DOM,2016,1162657.0,10551430.0,0.11018951933529389,2.301121950149536,22.75058937072754
DOM,2017,1160293.0,10666843.0,0.10877567055219618,,22.8381404876709
DOM,2018,1158542.0,10782053.0,0.10745096504348477,3.069999933242798,23.25308036804199
DOM,2019,1157455.0,10894043.0,0.10624659733764591,,21.85053062438965
DOM,2020,1155227.0,11008300.0,0.10494145326708029,,22.93202972412109
DOM,2021,1152884.0,11123476.0,0.1036442205655858,,16.51283073425293
DOM,2022,1149523.0,11230734.0,0.10235510875780693,,19.37607955932617
DOM,2023,1146306.0,11331265.0,0.10116310932627558,,20.59199905395508
DOM,2024,1143220.0,11427557.0,0.10004062985640763,,21.52202033996582
DOM,2025,1140310.0,,,,
DZA,2010,2910576.0,36188236.0,0.08042878906835912,,0.1367599964141846
DZA,2011,2983344.0,36903376.0,0.08084203461493604,,0.5159000158309937
DZA,2012,3079912.0,37646166.0,0.08181210272514869,,0.6439599990844727
DZA,2013,3212498.0,38414171.0,0.0836279403244183,,
DZA,2014,3387748.0,39205031.0,0.08641105270392466,,0.9254800081253052
DZA,2015,3582093.0,40019529.0,0.08950862465172942,,0.9847599864006042
DZA,2016,3775809.0,40850721.0,0.09242943349763644,,0.8943399786949158
DZA,2017,3963647.0,41689299.0,0.09507588506105608,,1.205899953842163
DZA,2018,4136504.0,42505035.0,0.09731797656442348,,1.276190042495728
DZA,2019,4318276.0,43294546.0,0.09974180119592893,,1.391109943389893
DZA,2020,4470870.0,44042091.0,0.10151357255040411,,1.292819976806641
DZA,2021,4632741.0,44761099.0,0.10349926841608603,,1.292819976806641
DZA,2022,4776173.0,45477389.0,0.10502302583818082,,1.482079982757568
DZA,2023,4901341.0,46164219.0,0.1061718600719748,,1.195930004119873
DZA,2024,4979047.0,46814308.0,0.10635737689426061,,1.760900020599365
DZA,2025,5020973.0,,,,
ECU,2010,1935302.0,15076695.0,0.12836380917701126,,25.87063026428223
ECU,2011,1950718.0,15326227.0,0.12727972775034585,2.709913969039917,25.2765998840332
ECU,2012,1962997.0,15572194.0,0.1260578310288197,,25.16226959228516
ECU,2013,1971724.0,15807128.0,0.1247363847499685,,24.2678108215332
ECU,2014,1975907.0,16035124.0,0.12322368071491059,,24.00284957885742
ECU,2015,1974717.0,16266225.0,0.1213998330897304,,22.60778045654297
ECU,2016,1970292.0,16505139.0,0.11937445664650265,,22.82912063598633
ECU,2017,1963819.0,16759519.0,0.11717633423727733,,23.55801010131836
ECU,2018,1953138.0,17049547.0,0.1145565920314481,,24.20076942443848
ECU,2019,1936317.0,17340021.0,0.11166751182135247,,24.87797927856445
ECU,2020,1911853.0,17546065.0,0.10896192394135096,,22.48888969421387
ECU,2021,1883469.0,17682454.0,0.1065162674818778,,22.20623970031738
ECU,2022,1853070.0,17823897.0,0.10396547960302957,,23.7440299987793
ECU,2023,1822471.0,17980083.0,0.10136054433119135,,24.52967071533203
ECU,2024,,,,,25.18523979187012
ECU,2025,1857541.0,,,,
EGY,2010,11589108.0,89196072.0,0.12992845693922486,,
EGY,2011,11736642.0,91093059.0,0.12884233034703554,,
EGY,2012,11915497.0,93161001.0,0.12790220019211687,,
EGY,2013,12123245.0,95333553.0,0.12716661257763046,,
EGY,2014,12366811.0,97528654.0,0.1268018217497393,,8.448769569396973
EGY,2015,12629283.0,99597342.0,0.12680341409111098,,
EGY,2016,12927342.0,101644589.0,0.12718180207310395,,8.933369636535645
EGY,2017,13279100.0,103696057.0,0.12805790677267506,,9.108880043029785
EGY,2018,13640269.0,105682094.0,0.1290688751871249,,9.220120429992676
EGY,2019,14074296.0,107553158.0,0.1308589748708262,,9.351799964904785
EGY,2020,14546335.0,109315124.0,0.13306790924922704,,9.414270401000977
EGY,2021,15005427.0,110957008.0,0.13523640615832036,,8.89011001586914
EGY,2022,15437640.0,112618250.0,0.13707938100618683,,8.686860084533691
EGY,2023,15707037.0,114535772.0,0.13713651836214105,,8.440489768981934
EGY,2024,15926223.0,116538258.0,0.1366608980889349,,8.541250228881836
EGY,2025,15828475.0,,,,
ERI,2010,388421.0,2945186.0,0.1318833513401191,,7.881589889526367
ERI,2011,393735.0,2998485.0,0.1313113122126674,,7.346260070800781
ERI,2012,404440.0,3036988.0,0.1331714185238796,,8.010589599609375
ERI,2013,427722.0,3074360.0,0.1391255415761329,,
ERI,2014,434228.0,3095173.0,0.14029199660245162,,8.809639930725098
ERI,2015,439113.0,3105546.0,0.14139639213201158,,9.890130043029785
ERI,2016,441480.0,3124698.0,0.14128725400022657,,
ERI,2017,442899.0,3150347.0,0.14058737021667772,,10.62277984619141
ERI,2018,443896.0,3192760.0,0.13903206003583107,,10.64264965057373
ERI,2019,445841.0,3240194.0,0.13759700808038036,,
ERI,2020,446616.0,3291271.0,0.13569712126409525,,
ERI,2021,445772.0,3350183.0,0.1330590000605937,,
ERI,2022,443647.0,3409447.0,0.13012286156669983,,
ERI,2023,440912.0,3470390.0,0.12704969758442133,,
ERI,2024,438473.0,3535603.0,0.12401646904361151,,
ERI,2025,436786.0,,,,
ESP,2010,2688426.0,46576897.0,0.05772016113482184,0.7420064806938171,32.79531860351563
ESP,2011,2750546.0,46742697.0,0.05884440086972303,,32.62220001220703
ESP,2012,2803312.0,46773055.0,0.05993433612578866,1.179020047187805,32.55788040161133
ESP,2013,2842360.0,46604197.0,0.06098935681694076,1.334324955940247,31.67807960510254
ESP,2014,2880651.0,46460733.0,0.062001841425962864,1.330348968505859,31.63637924194336
ESP,2015,2937344.0,46422303.0,0.06327441359382795,1.287315964698792,31.51630020141602
ESP,2016,2953147.0,46458139.0,0.06356576185714198,1.265035033226013,31.51349067687988
ESP,2017,2956048.0,46571232.0,0.0634736912263777,1.228330016136169,31.44794082641602
ESP,2018,2951349.0,46782011.0,0.0630872623239732,1.26460599899292,31.48094940185547
ESP,2019,2931019.0,47118501.0,0.06220526837218357,1.246575951576233,31.53130912780762
ESP,2020,2894562.0,47359424.0,0.061119028812512584,1.366842985153198,31.5429801940918
ESP,2021,2831443.0,47443821.0,0.05967991068847511,1.219403982162476,31.7198600769043
ESP,2022,2787602.0,47786102.0,0.05833499455552998,0.8842399716377258,31.89097023010254
ESP,2023,2779867.0,48352528.0,0.05749165793358312,,31.73734092712402
ESP,2024,2751736.0,48848840.0,0.056331654958439135,,31.71081924438477
EST,2010,73250.0,1331475.0,0.05501417600781089,4.572248935699463,4.072370052337646
EST,2011,73760.0,1327439.0,0.05556564181103614,0.2574487924575806,4.188680171966553
EST,2012,75518.0,1322696.0,0.05709399589928449,0.2163213044404984,4.467400074005127
EST,2013,77441.0,1317997.0,0.058756582905727404,0.354559600353241,4.78557014465332
EST,2014,79120.0,1314545.0,0.06018812592950412,0.17880879342556,5.43159008026123
EST,2015,81955.0,1315407.0,0.06230391050070434,0.438255101442337,5.928840160369873
EST,2016,85129.0,1315790.0,0.06469801412079434,0.2655887007713318,4.749829769134521
EST,2017,88038.0,1317384.0,0.06682789528337979,0.2685703039169312,5.36575984954834
EST,2018,90407.0,1321977.0,0.0683877253537694,0.2548956871032715,5.847439765930176
EST,2019,91300.0,1326898.0,0.06880709745587076,0.2526204884052277,6.41388988494873
EST,2020,91210.0,1329522.0,0.06860360340031982,0.2490341067314148,6.766849994659424
EST,2021,90059.0,1330932.0,0.06766611667613372,0.2644296884536743,7.070340156555176
EST,2022,88429.0,1348840.0,0.06555929539456125,,7.36745023727417
EST,2023,91826.0,1370286.0,0.06701228794572812,,7.349939823150635
EST,2024,91233.0,1372341.0,0.06647983263634913,,7.572329998016357
ETH,2010,15405185.0,90538514.0,0.17015062783115703,0.9078112244606018,6.005259990692139
ETH,2011,15776501.0,93149970.0,0.16936667827160867,1.228700041770935,5.355390071868896
ETH,2012,16160606.0,95798767.0,0.16869325677229227,1.025853991508484,4.002059936523438
ETH,2013,16539795.0,98438751.0,0.16802117897655974,0.3346836864948273,
ETH,2014,16896682.0,101115610.0,0.16710260661039378,0.300247997045517,4.156479835510254
ETH,2015,17216260.0,103867135.0,0.1657527186053606,0.2802794873714447,4.954329967498779
ETH,2016,17488296.0,106718162.0,0.16387366191707836,,
ETH,2017,17710008.0,109666481.0,0.1614897080540042,,
ETH,2018,17887852.0,112664152.0,0.1587714608636117,,
ETH,2019,18023004.0,115737383.0,0.15572327222916385,,
ETH,2020,18122944.0,118917671.0,0.15239908289155782,,4.236869812011719
ETH,2021,18203764.0,122138588.0,0.14904187364602578,,4.428239822387695
ETH,2022,18339468.0,125384287.0,0.1462660787790738,,
ETH,2023,18566150.0,128691692.0,0.14426844275231068,,
ETH,2024,18867788.0,132059767.0,0.1428730977542918,,
ETH,2025,19235312.0,,,,
FIN,2010,348146.0,5363352.0,0.06491201770832868,0.2030370980501175,1.493980050086975
FIN,2011,346359.0,5388272.0,0.0642801625456176,0.2156586945056915,1.598309993743896
FIN,2012,348265.0,5413971.0,0.06432709004167182,0.2089167982339859,1.669710040092468
FIN,2013,349509.0,5438972.0,0.06426012121408237,0.1933232992887497,1.686990022659302
FIN,2014,352960.0,5461512.0,0.06462679199459784,0.1904329061508179,1.721310019493103
FIN,2015,356775.0,5479531.0,0.0651104994204796,0.1622793972492218,1.730990052223206
FIN,2016,361413.0,5495303.0,0.06576762009301398,0.3563153147697449,1.730640053749084
FIN,2017,365936.0,5508214.0,0.0664346011247929,0.3428548872470856,1.7846599817276
FIN,2018,369950.0,5515525.0,0.06707430389672787,0.3125134110450745,1.83922004699707
FIN,2019,372759.0,5521606.0,0.06750916309494014,0.3096762895584106,1.814589977264404
FIN,2020,373855.0,5529543.0,0.06761046979831788,0.2956910133361816,1.991840004920959
FIN,2021,373780.0,5541017.0,0.0674569307403316,0.2785458862781525,1.714759945869446
FIN,2022,372055.0,5556106.0,0.0669632652796761,,1.749709963798523
FIN,2023,368093.0,5583911.0,0.06592028418791059,,1.706249952316284
FIN,2024,364249.0,5619911.0,0.06481401573797164,,1.772760033607483
FJI,2010,107886.0,910419.0,0.11850148118613517,,
FJI,2011,107739.0,912989.0,0.11800689822111766,,
FJI,2012,107980.0,914918.0,0.11802150575242809,,
FJI,2013,108704.0,916352.0,0.11862690319877078,,
FJI,2014,109347.0,917585.0,0.11916825144264565,,
FJI,2015,109603.0,918578.0,0.119318119963683,,0.8636299967765808
FJI,2016,109471.0,919166.0,0.11909818248281595,,0.9470900297164917
FJI,2017,108888.0,918759.0,0.1185163900435261,,
FJI,2018,107550.0,917180.0,0.11726160622778517,,
FJI,2019,105877.0,914899.0,0.11572534236019495,,0.0
FJI,2020,104060.0,914963.0,0.1137313749299152,,0.0
FJI,2021,103497.0,916711.0,0.1129003579099629,,
FJI,2022,102991.0,919422.0,0.11201711510057405,,
FJI,2023,103170.0,924145.0,0.11163832515460236,,
FJI,2024,103226.0,928784.0,0.11114101879446675,,
FJI,2025,102959.0,,,,
FRA,2010,4047319.0,65026211.0,0.062241347569828416,,14.826979637146
FRA,2011,4062500.0,65340830.0,0.06217398830103627,,14.77834987640381
FRA,2012,4053324.0,65657659.0,0.061734214434906974,,14.84317016601563
FRA,2013,4078166.0,65997932.0,0.061792330099070376,,14.66121959686279
FRA,2014,4135602.0,66312067.0,0.06236575312906473,,14.65207958221436
FRA,2015,4172961.0,66548272.0,0.06270577544072069,0.2429004013538361,14.64435958862305
FRA,2016,4189472.0,66724104.0,0.06278798438417398,0.2427344024181366,14.78532981872559
FRA,2017,4208220.0,66918020.0,0.0628862001595385,0.2574391067028046,14.93838977813721
FRA,2018,4198933.0,67158348.0,0.06252287504153616,0.2508774101734161,15.04819011688232
FRA,2019,4196396.0,67382061.0,0.062277643896941653,0.2536885142326355,15.11896991729736
FRA,2020,4168718.0,67601110.0,0.061666413465696054,0.25101038813591,15.06569957733154
FRA,2021,4151635.0,67842811.0,0.06119491422606295,0.2665342092514038,15.0695104598999
FRA,2022,4102393.0,68184457.0,0.060166102078073304,,15.18027019500732
FRA,2023,4047081.0,68372286.0,0.059191833954476816,,15.19250965118408
FRA,2024,3988940.0,68551653.0,0.05818882295952805,,15.27075004577637
FSM,2010,15406.0,107540.0,0.14325832248465686,,
FSM,2011,15141.0,107698.0,0.14058756894278446,,
FSM,2012,15001.0,107890.0,0.1390397627212902,,
FSM,2013,14754.0,108121.0,0.13645822735638774,,
FSM,2014,14707.0,108396.0,0.13567843831875714,,
FSM,2015,14690.0,108716.0,0.13512270502961846,,3.408930063247681
FSM,2016,14689.0,109075.0,0.13466880586752233,,10.4783296585083
FSM,2017,14704.0,109481.0,0.1343064093312995,,
FSM,2018,14629.0,109909.0,0.13310101993467324,,
FSM,2019,14645.0,110282.0,0.1327959231787599,,10.4783296585083
FSM,2020,14647.0,110916.0,0.1320548883840023,,10.620849609375
FSM,2021,14618.0,111624.0,0.13095750017917293,,
FSM,2022,14511.0,112114.0,0.1294307579784862,,
FSM,2023,14396.0,112630.0,0.1278167450945574,,
FSM,2024,14316.0,113160.0,0.12651113467656416,,
FSM,2025,14212.0,,,,
GAB,2010,238790.0,1719879.0,0.13884116266318736,,
GAB,2011,244996.0,1781985.0,0.13748488343055637,,43.85839080810547
GAB,2012,212473.0,1846889.0,0.11504373029456562,,
GAB,2013,218681.0,1913059.0,0.11430959526078391,,
GAB,2014,225420.0,1978399.0,0.11394061561899294,,
GAB,2015,232841.0,2040989.0,0.1140824374849644,,
GAB,2016,241196.0,2100306.0,0.11483850448458463,,
GAB,2017,250330.0,2156900.0,0.11606008623487413,,
GAB,2018,259980.0,2212318.0,0.11751475149594226,,
GAB,2019,269225.0,2267706.0,0.11872129808714181,,49.11582946777344
GAB,2020,277747.0,2322539.0,0.11958765816203733,,
GAB,2021,285044.0,2376722.0,0.11993156961563027,,
GAB,2022,291464.0,2430747.0,0.11990717256876178,,
GAB,2023,297452.0,2484789.0,0.11970915840338958,,
GAB,2024,303556.0,2538952.0,0.11955956630924885,,
GAB,2025,309891.0,,,,
GBR,2010,4184506.0,62766365.0,0.0666679677881617,1.208204030990601,5.036590099334717
GBR,2011,4208319.0,63258810.0,0.06652542151836242,1.315225958824158,5.0730299949646
GBR,2012,4275394.0,63711000.0,0.0671060570388159,,7.056039810180664
GBR,2013,4387164.0,64139000.0,0.06840087934018305,1.299419045448303,10.64993953704834
GBR,2014,4508911.0,64620000.0,0.06977578149179821,1.670825958251953,13.90124988555908
GBR,2015,4611206.0,65088000.0,0.07084571656833825,1.623801946640015,17.80162048339844
GBR,2016,4702939.0,65607000.0,0.07168349413934488,,20.41934013366699
GBR,2017,4781855.0,65966000.0,0.07248969165933966,,24.2163200378418
GBR,2018,4827069.0,66289000.0,0.07281855209763309,,28.41127014160156
GBR,2019,4825443.0,66631000.0,0.0724203899086011,2.140000104904175,31.88195991516113
GBR,2020,4794985.0,66744000.0,0.07184143893084023,,34.1717414855957
GBR,2021,4760556.0,66984000.0,0.07107004657828735,,35.45541000366211
GBR,2022,4747707.0,67604000.0,0.07022819655641678,,36.84162139892578
GBR,2023,4761568.0,68492000.0,0.06952006073702038,,38.14590835571289
GBR,2024,4783517.0,69226000.0,0.06910000577817584,,
GEO,2010,269830.0,3786695.0,0.07125738935932258,,8.737730026245117
GEO,2011,264972.0,3756441.0,0.07053804385587316,,9.506580352783203
GEO,2012,261962.0,3728874.0,0.07025230672851912,,9.504079818725586
GEO,2013,259862.0,3717668.0,0.06989919487162383,,9.578450202941895
GEO,2014,259445.0,3719414.0,0.06975426774217659,,9.62047004699707
GEO,2015,267663.0,3725276.0,0.07185051523699183,,10.10081958770752
GEO,2016,280123.0,3727505.0,0.07515026807475778,0.0562328994274139,10.42796993255615
GEO,2017,292501.0,3728004.0,0.0784604844844587,0.0564998984336853,10.36620044708252
GEO,2018,302984.0,3726549.0,0.0813041771354677,,10.3344202041626
GEO,2019,312676.0,3720161.0,0.08404905056528468,0.0462534986436367,10.68830966949463
GEO,2020,322502.0,3722716.0,0.08663083619593867,,11.00683975219727
GEO,2021,331768.0,3708610.0,0.08945885385629657,0.0299522001296282,10.47208976745605
GEO,2022,336971.0,3712502.0,0.09076655042879438,0.0357781015336514,9.974780082702637
GEO,2023,342064.0,3715483.0,0.0920644772160174,0.0463703982532024,10.44888973236084
GEO,2024,344421.0,3699557.0,0.09309790334356248,,11.3324499130249
GEO,2025,344511.0,,,,
GHA,2010,3790583.0,25474995.0,0.14879622154979816,,
GHA,2011,3883172.0,26095088.0,0.1488085420520521,,19.28594970703125
GHA,2012,3979698.0,26734268.0,0.14886130415091223,,22.08740043640137
GHA,2013,4061663.0,27386193.0,0.1483106103867741,,23.12130928039551
GHA,2014,4135344.0,28041592.0,0.14747179832015245,,23.22620010375977
GHA,2015,4207134.0,28696068.0,0.1466101209406111,,25.27034950256348
GHA,2016,4283173.0,29356742.0,0.145900829186018,9.199999809265137,25.28089904785156
GHA,2017,4372123.0,30008354.0,0.1456968616139359,,25.81492042541504
GHA,2018,4460004.0,30637585.0,0.14557296209867718,,27.85280990600586
GHA,2019,4555568.0,31258945.0,0.14573646039557636,,
GHA,2020,4658692.0,31887809.0,0.1460963341821321,,29.78738021850586
GHA,2021,4755625.0,32518665.0,0.14624293463461677,,30.87612915039063
GHA,2022,4846260.0,33149152.0,0.14619559498837256,,28.4046802520752
GHA,2023,4909709.0,33787914.0,0.1453096216593898,,
GHA,2024,4936390.0,34427414.0,0.14338544277534176,,
GHA,2025,4947995.0,,,,
GIB,2016,,,,,9.942779541015625
GIB,2017,,,,,9.70359992980957
GIB,2020,,,,,9.861109733581543
GIB,2021,,,,,9.09708023071289
GIB,2022,,,,,9.459919929504395
GIB,2023,,,,,8.392350196838379
GIB,2024,,,,,7.695099830627441
GIN,2010,1697510.0,10396086.0,0.16328356652686404,,27.4215202331543
GIN,2011,1719419.0,10656810.0,0.16134462376639913,,28.89715957641602
GIN,2012,1748602.0,10921581.0,0.1601052082111555,,27.51202011108398
GIN,2013,1781411.0,11191873.0,0.15917005133993212,,29.46344947814941
GIN,2014,1817759.0,11472924.0,0.15843903437345178,,28.08572006225586
GIN,2015,1859765.0,11767070.0,0.15804826520110785,,
GIN,2016,1907956.0,12073030.0,0.15803456133215937,,30.6396598815918
GIN,2017,1958194.0,12385659.0,0.15810172070779602,,
GIN,2018,2007709.0,12704774.0,0.15802791926877252,0.9599999785423279,
GIN,2019,2053681.0,13034346.0,0.15755919015806394,,
GIN,2020,2097707.0,13371183.0,0.156882678219272,0.2039875984191895,35.47401809692383
GIN,2021,2140529.0,13710513.0,0.15612318809660877,,
GIN,2022,2182240.0,14055137.0,0.15526280533587114,,
GIN,2023,2223872.0,14405468.0,0.15437693520266055,,
GIN,2024,2265855.0,14754785.0,0.15356746980725236,,
GIN,2025,2307079.0,,,,
GMB,2010,310516.0,1926630.0,0.16117054130787956,1.649063944816589,25.70465087890625
GMB,2011,316516.0,1983784.0,0.15955164473551556,,27.04785919189453
GMB,2012,323397.0,2043094.0,0.15828787123842564,,28.20191955566406
GMB,2013,331363.0,2103820.0,0.157505394948237,,29.86244010925293
GMB,2014,340814.0,2164528.0,0.15745418862680455,,27.88401985168457
GMB,2015,350758.0,2224529.0,0.1576774229511056,2.529999971389771,28.35507965087891
GMB,2016,361100.0,2283769.0,0.15811581644203068,,28.25098991394043
GMB,2017,371882.0,2342189.0,0.1587754019850661,,28.6667594909668
GMB,2018,382949.0,2399632.0,0.15958655327150162,,30.03428077697754
GMB,2019,394296.0,2456844.0,0.16048882224512423,,31.51052093505859
GMB,2020,405704.0,2515733.0,0.1612667163009747,,32.08592987060547
GMB,2021,416651.0,2576010.0,0.16174277273768348,,33.37078857421875
GMB,2022,426074.0,2636470.0,0.16160775582502362,,
GMB,2023,433533.0,2697845.0,0.16069603702214175,,
GMB,2024,438629.0,2759988.0,0.1589242416996016,,
GMB,2025,441009.0,,,,
GNB,2010,245855.0,1566347.0,0.15696075007645177,,27.68833923339844
GNB,2011,258637.0,1608076.0,0.16083630375678762,,
GNB,2012,265130.0,1651417.0,0.1605469726907256,,
GNB,2013,271940.0,1695973.0,0.16034453378679966,,
GNB,2014,279300.0,1741122.0,0.1604138021344857,,
GNB,2015,286291.0,1786457.0,0.1602563061971265,,
GNB,2016,293015.0,1831893.0,0.15995202776581383,,
GNB,2017,299885.0,1877072.0,0.15976211887450242,,
GNB,2018,306807.0,1922168.0,0.1596150804716341,,
GNB,2019,313570.0,1967696.0,0.15935896601914118,,
GNB,2020,319954.0,2013255.0,0.15892373295980886,,
GNB,2021,325697.0,2058841.0,0.15819434332228666,,
GNB,2022,330769.0,2105529.0,0.15709543777359514,,
GNB,2023,334747.0,2153339.0,0.15545485406617351,,
GNB,2024,336944.0,2201352.0,0.15306229989570047,,
GNB,2025,338523.0,,,,
GNQ,2010,151835.0,1189085.0,0.1276906192576645,,50.49552917480469
GNQ,2011,158761.0,1241835.0,0.12784387619933404,,53.12884902954102
GNQ,2012,167409.0,1293483.0,0.12942497118245852,,54.20138931274414
GNQ,2013,176689.0,1346218.0,0.13124843078906984,,
GNQ,2014,186338.0,1399828.0,0.1331149255479959,,
GNQ,2015,196422.0,1453923.0,0.13509793847404575,,58.66632080078125
GNQ,2016,206508.0,1508186.0,0.13692475596511305,,
GNQ,2017,216024.0,1562396.0,0.13826456288930591,,
GNQ,2018,224617.0,1616422.0,0.13895938065678393,,
GNQ,2019,233321.0,1670177.0,0.13969836729879528,,
GNQ,2020,241586.0,1716468.0,0.1407459970124698,,
GNQ,2021,249099.0,1758786.0,0.14163121607745344,,
GNQ,2022,256171.0,1803545.0,0.14203748728199186,,
GNQ,2023,262589.0,1847549.0,0.1421283007920223,,
GNQ,2024,268399.0,1892516.0,0.1418212580501301,,
GNQ,2025,273790.0,,,,
GRC,2010,642838.0,11121341.0,0.057802202090557246,,7.236879825592041
GRC,2011,640220.0,11104899.0,0.057652032674948235,,6.889890193939209
GRC,2012,639901.0,11045011.0,0.05793575035823866,,6.788139820098877
GRC,2013,641667.0,10965211.0,0.05851843617053972,,6.504940032958984
GRC,2014,641851.0,10892413.0,0.05892642888219534,,6.211339950561523
GRC,2015,644864.0,10820883.0,0.05959439724096453,1.271535038948059,5.192910194396973
GRC,2016,650672.0,10775971.0,0.06038175121295334,1.228729963302612,5.397039890289307
GRC,2017,656954.0,10754679.0,0.06108541221918386,1.277776956558228,5.519629955291748
GRC,2018,657648.0,10732882.0,0.061274129353141124,1.293565988540649,5.820390224456787
GRC,2019,651296.0,10721582.0,0.06074625927405116,1.270269989967346,5.979559898376465
GRC,2020,642992.0,10698599.0,0.06010057952447793,,6.239099979400635
GRC,2021,627463.0,10569207.0,0.059367084020589246,,6.805759906768799
GRC,2022,580446.0,10436882.0,0.055614885748444795,1.369809985160828,6.906129837036133
GRC,2023,567117.0,10407351.0,0.05449196438171443,,7.308489799499512
GRC,2024,557140.0,10405134.0,0.05354472128854852,,
GRD,2010,12395.0,111586.0,0.11108024304124173,,77.30367279052734
GRD,2011,12081.0,112079.0,0.10779004095325619,,
GRD,2012,11931.0,112775.0,0.1057947240079805,,
GRD,2013,11788.0,113487.0,0.10387092794769445,,77.32467651367188
GRD,2014,11928.0,114132.0,0.10451056671222794,,76.91600799560547
GRD,2015,12045.0,114676.0,0.10503505528619764,,
GRD,2016,12144.0,115130.0,0.10548076087900635,,76.84905242919922
GRD,2017,,,,,77.376708984375
GRD,2018,,,,,77.42327117919922
GRD,2020,,,,,4.020299911499023
GRD,2022,,,,,10.03709030151367
GRD,2023,,,,,3.553780078887939
GRD,2024,10821.0,117207.0,0.09232383731347103,,
GRD,2025,10476.0,,,,
GTM,2010,2262649.0,14500112.0,0.15604355331876057,,10.16928005218506
GTM,2011,2277945.0,14792126.0,0.15399713333972412,,10.21207046508789
GTM,2012,2289655.0,15089647.0,0.15173681663991212,,10.60937976837158
GTM,2013,2295822.0,15387337.0,0.1492020354139251,1.714179992675781,
GTM,2014,2297256.0,15681725.0,0.1464925574195441,1.709213972091675,11.12744045257568
GTM,2015,2295739.0,15971743.0,0.14373753697389197,1.755270004272461,11.59099960327148
GTM,2016,2292953.0,16268760.0,0.14094208778050693,1.779031038284302,12.46932029724121
GTM,2017,2292196.0,16567357.0,0.13835616628530428,1.875677943229675,
GTM,2018,2293692.0,16845685.0,0.1361590223253017,1.92470395565033,12.15460968017578
GTM,2019,2301346.0,17103803.0,0.13455171344057226,1.883646965026855,12.52388000488281
GTM,2020,2313686.0,17357325.0,0.133297383093305,1.88570499420166,12.78015995025635
GTM,2021,2326487.0,17598650.0,0.13219690146687388,1.85624897480011,11.61485004425049
GTM,2022,2344646.0,17847877.0,0.1313683414559614,1.815440058708191,11.20720958709717
GTM,2023,2365728.0,18124838.0,0.13052409075325253,,11.94441986083984
GTM,2024,2387779.0,18406359.0,0.12972576488375567,,11.96597957611084
GTM,2025,2400653.0,,,,
GUM,2017,21593.0,163490.0,0.13207535629090464,,
GUM,2018,21394.0,162679.0,0.131510520718716,,
GUM,2019,21230.0,161808.0,0.13120488480174033,,
GUM,2020,21174.0,162158.0,0.13057635145968746,,
GUM,2021,21746.0,163730.0,0.1328162218286203,,
GUM,2022,22301.0,165180.0,0.1350102918028817,,
GUM,2023,22799.0,166506.0,0.13692599666078098,,
GUM,2024,23209.0,167777.0,0.13833242935563278,,
GUM,2025,23483.0,,,,
GUY,2010,98629.0,749256.0,0.1316359161621662,0.1114616021513939,5.024129867553711
GUY,2011,94013.0,746153.0,0.12599694700684713,0.1220666021108627,6.450310230255127
GUY,2012,89786.0,746288.0,0.12031012156164912,0.1176062002778053,7.13001012802124
