iso3,year,education_nec_pct,education_not_definable_by_level_pct,education_total_pct,post_secondary_non_tertiary_pct,ecd_and_primary_pct,education_rnd_pct,secondary_pct,education_subsidiary_services_pct,tertiary_pct
AGO,2014,0.005169967414476061,0.0,1.0,0.00024965651043025374,0.5490311831745377,0.0,0.18784091246733797,0.0600467463216356,0.1976615341115824
AGO,2015,0.0011431262545085496,0.0,1.0,0.0,0.693813848087449,0.00014273850717273046,0.11597744826312394,0.03245419929458724,0.15646863959315868
AGO,2016,5.328883273808308e-05,0.0,1.0,0.0,0.5967484190883998,6.25185825316611e-07,0.21860352333912872,0.022487541199070416,0.16210660235483784
AGO,2017,3.514812017153974e-05,0.0,1.0,0.0,0.6122974789564132,0.0,0.2079300796504,0.009795909344986862,0.16994138392802843
AGO,2021,0.10515449190691721,0.003263460023839912,1.0,0.0,0.3225235839706918,0.002548933565853059,0.49454144564783636,0.010280489090944566,0.0616875957939172
ALB,2002,,,1.0,,,,,,
ALB,2003,,,1.0,,,,,,
ALB,2004,,,1.0,,,,,,
ALB,2005,,,1.0,,,,,,
ALB,2006,,,1.0,,,,,,
ALB,2007,,,1.0,,,,,,
ALB,2008,,,1.0,,,,,,
ALB,2010,,,1.0,,,,,,
ALB,2011,0.0013293678526010582,0.0,1.0,0.0,0.583392678699953,0.012570380915384384,0.1779200590028601,0.0,0.224787513529201
ALB,2012,0.0014202944752948292,0.0,1.0,0.0,0.5797742266888842,0.010073343335556139,0.17996495972091128,0.0,0.22876717577935382
ALB,2013,0.0012318155972050936,0.0,1.0,0.0,0.5713242127653492,0.009104217098700325,0.18733583582537702,0.0,0.23100391871336862
ALB,2014,0.001169171392104837,0.0,1.0,0.0,0.5894435051615753,0.005841401276865259,0.1886616663499418,0.0,0.21488425581951276
ALB,2015,0.00134285770935512,0.0,1.0,0.0,0.5816817986001837,0.006755971210572704,0.19561899431673782,0.0,0.21460037816315092
ALB,2016,0.0014874364356387455,0.0,1.0,0.0,0.5650873885182232,0.0074528074223381875,0.2135217824584064,0.0,0.21245058516539309
ALB,2017,0.0018656397126009033,0.0,1.0,0.0,0.5673003594367059,0.007841989770809526,0.2122527803019836,0.0,0.2107392307779002
ALB,2018,0.0021443583764265456,0.0,1.0,0.0,0.5697408670990005,0.008039309232135219,0.21630774274985567,8.836322245169573e-05,0.2036793593201303
ALB,2019,0.0028469823746774636,0.0,1.0,0.0,0.5563881378188736,0.009137532972053494,0.21835203665285532,0.0,0.2132753101815403
ALB,2020,0.0031514143322224028,0.0,1.0,0.0,0.5560864032307119,0.011617850984731568,0.21691185772042948,0.0,0.21223247373190424
ALB,2021,0.004108109737023098,0.0,1.0,0.0,0.577003899904784,0.0076986178512803575,0.2081621478258592,0.0,0.2030272246810535
ALB,2022,0.004685699674665945,0.0,1.0,0.0,0.5688511507391683,0.015431490461923526,0.2099714052255144,0.0,0.20106025389872803
ALB,2023,0.006830631458869951,0.0,1.0,0.0,0.5537082200822194,0.011079863633359503,0.206501866105694,0.0,0.22187941871985706
ALB,2024,0.006292412745822022,0.0,1.0,0.0,0.5383051646072595,0.015225571298980608,0.20572707496254952,0.0,0.23444977638538841
AND,2018,0.5789147848206817,0.07092694839636443,1.0,0.0,0.06929647956989275,0.031063978815128897,0.15364860810874395,0.06406910476561263,0.032080095523576595
AND,2019,0.5721482616060504,0.07286262735239814,1.0,0.0,0.09028562947910582,0.025538411106154905,0.15137140009748823,0.05515064221648541,0.03264302814231741
AND,2020,0.5887469539485211,0.07138754339189081,1.0,0.0,0.09167314448817067,0.026393083104172974,0.15641436167850908,0.03143450950572925,0.033950403883006124
AND,2021,0.5802916687758797,0.07555602615348526,1.0,0.0,0.098168713502188,0.019633627257202982,0.15590205992559558,0.034393339717796914,0.03605456466785153
AND,2022,0.5842097730267726,0.08528643590991575,1.0,0.0,0.0789625050832318,0.0025833222734374718,0.1733488002675012,0.03175293913524536,0.04385622430389604
AND,2023,0.5709001718268067,0.1086175317625391,1.0,0.0,0.07809981683189741,0.0022305108967047103,0.16946856517493833,0.02560280588823029,0.045080597618883556
AND,2024,0.5697190154513598,0.109927174795371,1.0,0.0,0.07993533252676908,0.0034234455348364687,0.16551848362529176,0.024005367134207128,0.04747118093216443
ARE,2024,0.7061429813126054,0.011395256256168796,1.0,0.006142750753994738,0.005701556994826785,0.014289712414147565,0.0,0.004953579796537986,0.2513741624717224
ARG,2000,,,1.0,,0.0,,0.0,,0.0
ARG,2001,,,1.0,,0.0,,0.0,,0.0
ARG,2002,,,1.0,,0.0,,0.0,,0.0
ARG,2003,,,1.0,,0.0,,0.0,,0.0
ARG,2004,,,1.0,,0.0,,0.0,,0.0
ARG,2014,,,1.0,,,,,,
ARG,2015,,,1.0,,,,,,
ARG,2016,,,1.0,,,,,,
ARG,2017,0.003855404332383543,0.012965556389528551,1.0,0.0,0.0,0.009370370155299056,0.10805559276581088,0.30726827566239284,0.5584848006945851
ARG,2018,0.012080719835678154,0.001739941788518539,1.0,0.0,0.0,0.0062041443670192275,0.10431229850368727,0.2538950016957043,0.6217678938093927
ARG,2019,0.013180951762193409,0.0009718178414586692,1.0,0.0,0.0,0.005587995381215568,0.11235313423270889,0.2444263022263074,0.6234797985561162
ARG,2020,0.006773420111165265,0.0008299460995996019,1.0,0.0,0.0,0.003519412366921637,0.10296176837684085,0.234930043018961,0.6509854100265117
ARG,2021,0.005328645055335929,0.0012132935408191818,1.0,0.0,0.0,0.004289376710472264,0.0893473533112474,0.3469998824105195,0.5528214489716057
ARG,2022,0.006306153347363461,0.0007415205391085441,1.0,0.0,0.0,0.002915329104816913,0.08940858205340375,0.36946552025888685,0.5311628946964206
ARG,2023,0.005835364814307182,0.000841657950150958,1.0,0.0,0.0,0.003951418413553641,0.08071883207201035,0.4032587377955235,0.5053939889544544
ARG,2024,0.011955607516397026,0.0004738294734874207,1.0,0.0,0.0,0.002778560301686197,0.100522529713647,0.22079255840400697,0.6634769145907755
ARM,2010,,,1.0,,,,,,
ARM,2011,,,1.0,,,,,,
ARM,2012,,,1.0,,,,,,
ARM,2013,-0.5152611971109035,0.09045027123191511,1.0,0.08641940309118744,0.4066646169288889,5.773662781793078e-07,0.4127314068668884,0.13255210901422906,0.38644281261151636
ARM,2014,0.0064624539809168624,0.04101452214817262,1.0,0.0644049228723984,0.20804516942380707,0.0,0.45726213861618475,0.1411118796004169,0.08169891335810345
ARM,2015,0.008067319286239903,0.049248400580747906,1.0,0.0729534989266362,0.22811691131372422,0.0,0.4371369681820043,0.11362987453414433,0.09084702717650323
ARM,2016,0.00828351005467439,0.04983606093695768,1.0,0.0738076916470244,0.2401832127474734,0.0,0.4507363910600495,0.08210366979398835,0.09504946375983228
ARM,2017,-0.27334061200504367,0.10338903084269467,1.0,0.07823836179098581,0.39878417160082014,5.632213475069045e-07,0.4718259623373401,0.08947255629525525,0.13162996591660317
ARM,2018,-0.25461230668592516,0.10273811327342904,1.0,0.07765722272757318,0.39899683861822466,4.004085312754478e-07,0.4649852087440496,0.09289445653939425,0.11734006637472312
ARM,2019,-0.04206036020268886,0.08287304462664424,1.0,0.060833092750430605,0.3289540246627631,0.0,0.3947597318016655,0.08962018452896936,0.08502028183221631
ARM,2020,0.010885150579879056,0.036524132787158214,1.0,0.062460054053937154,0.31062761229764285,0.0,0.38512393372050235,0.11314383288993128,0.0812352836709491
ARM,2021,0.010327779208324037,0.04246050124177579,1.0,0.05931200022961411,0.34071304291719623,0.0,0.34578545251573317,0.11464316297432645,0.08675806091303012
ARM,2022,0.009774541540892532,0.0447404848901106,1.0,0.051760039629123775,0.31512955426202105,2.2635941594148537e-05,0.33306313880550475,0.16786830269541478,0.07764130223533842
