iso3,year,pcr_modelled_pct,pcr_pct,pcr_wpia
LVA,2013,99.51000213623047,99.395,
LVA,2014,99.5199966430664,98.855,
LVA,2015,99.5199966430664,99.33999999999999,
LVA,2016,99.52999877929688,99.61,
LVA,2017,99.54000091552734,99.91499999999999,
LVA,2018,99.55000305175781,99.265,
LVA,2019,99.55000305175781,99.485,
LVA,2020,99.55999755859375,99.53,
LVA,2021,99.56999969482422,99.71,
LVA,2022,99.58000183105469,,
LVA,2023,99.58999633789062,,
LVA,2024,99.58999633789062,,
LVA,2025,99.5999984741211,,
MAR,2010,67.38999938964844,69.39187622070312,
MAR,2011,68.80000305175781,,
MAR,2012,70.12000274658203,,
MAR,2013,71.41999816894531,,
MAR,2014,72.62999725341797,,
MAR,2015,73.87999725341797,,
MAR,2016,75.05999755859375,,
MAR,2017,76.30999755859375,,
MAR,2018,77.43000030517578,,
MAR,2019,78.48999786376953,,
MAR,2020,79.55000305175781,,
MAR,2021,80.63999938964844,,
MAR,2022,81.63999938964844,,
MAR,2023,82.66000366210938,,
MAR,2024,83.6500015258789,,
MAR,2025,84.61000061035156,,
MDA,2010,98.6500015258789,,
MDA,2011,98.66999816894531,,
MDA,2012,98.69999694824219,99.0895004272461,0.9700300097465515
MDA,2013,98.69999694824219,,
MDA,2014,98.72000122070312,,
MDA,2015,98.7300033569336,,
MDA,2016,98.73999786376953,,
MDA,2017,98.75,,
MDA,2018,98.76000213623047,,
MDA,2019,98.7699966430664,,
MDA,2020,98.77999877929688,,
MDA,2021,98.77999877929688,,
MDA,2022,98.80000305175781,,
MDA,2023,98.83000183105469,,
MDA,2024,98.83999633789062,,
MDA,2025,98.8499984741211,,
MDG,2010,43.77999877929688,,
MDG,2011,45.0,,
MDG,2012,45.93000030517578,,
MDG,2013,46.70999908447266,,
MDG,2014,47.31999969482422,,
MDG,2015,48.06000137329102,,
MDG,2016,48.77000045776367,,
MDG,2017,49.45999908447266,,
MDG,2018,50.13000106811523,55.90570068359375,0.1980500072240829
MDG,2019,50.61999893188477,,
MDG,2020,51.18999862670898,,
MDG,2021,51.7400016784668,49.68043899536133,0.1544200032949448
MDG,2022,52.31999969482422,,
MDG,2023,52.97000122070313,,
MDG,2024,53.56000137329102,,
MDG,2025,54.0099983215332,,
MDV,2010,96.9000015258789,,
MDV,2011,97.05000305175781,,
MDV,2012,97.19000244140625,,
MDV,2013,97.33999633789062,,
MDV,2014,97.51000213623047,,
MDV,2015,97.69000244140625,,
MDV,2016,97.87999725341797,,
MDV,2017,98.08000183105469,98.19357299804688,0.965470016002655
MDV,2018,98.2699966430664,,
MDV,2019,98.47000122070312,,
MDV,2020,98.6500015258789,,
MDV,2021,98.81999969482422,,
MDV,2022,98.9800033569336,,
MDV,2023,99.12999725341797,,
MDV,2024,99.25,,
MDV,2025,99.36000061035156,,
MEX,2010,95.37999725341797,95.8,0.9228000000000001
MEX,2011,95.62000274658203,,
MEX,2012,95.87000274658203,96.5,0.9504
MEX,2013,96.13999938964844,,
MEX,2014,96.3499984741211,96.8,0.9434
MEX,2015,96.5199966430664,96.14412689208984,0.9166499972343445
MEX,2016,96.63999938964844,97.7,0.9479000000000001
MEX,2017,96.80000305175781,,
MEX,2018,96.9800033569336,97.9,0.9656999999999999
MEX,2019,97.19999694824219,,
MEX,2020,97.4000015258789,98.0,0.9678
MEX,2021,97.58000183105469,,
MEX,2022,97.73999786376953,98.02821350097656,0.9678
MEX,2023,97.87999725341797,,
MEX,2024,98.02999877929688,97.63330078125,
MEX,2025,98.16000366210938,,
MKD,2010,98.79000091552734,,
