iso3,year,fsi_total
KOR,2015,36.3
KOR,2016,36.1
KOR,2017,38.1
KOR,2018,35.73391458947191
KOR,2019,33.7
KOR,2020,32.01527342958986
KOR,2021,32.50000000000001
KOR,2022,32.699999999999996
KOR,2023,31.5
KWT,2011,59.5
KWT,2012,58.8
KWT,2013,59.6
KWT,2014,59.0
KWT,2015,57.5
KWT,2016,58.5
KWT,2017,58.5
KWT,2018,55.8914871882463
KWT,2019,53.2
KWT,2020,50.899274182096256
KWT,2021,52.900000000000006
KWT,2022,52.2
KWT,2023,51.2
LAO,2011,86.7
LAO,2012,85.5
LAO,2013,83.7
LAO,2014,84.3
LAO,2015,84.4
LAO,2016,84.4
LAO,2017,82.4
LAO,2018,80.72431003670523
LAO,2019,78.7
LAO,2020,76.86018745028443
LAO,2021,76.0
LAO,2022,75.5
LAO,2023,74.69999999999999
LBN,2011,87.7
LBN,2012,85.8
LBN,2013,86.3
LBN,2014,86.9
LBN,2015,88.1
LBN,2016,89.6
LBN,2017,88.2
LBN,2018,86.81328586730942
LBN,2019,85.0
LBN,2020,84.72043333917239
LBN,2021,89.0
LBN,2022,91.29999999999998
LBN,2023,91.79999999999998
LBR,2011,94.0
LBR,2012,93.3
LBR,2013,95.1
LBR,2014,94.3
LBR,2015,97.3
LBR,2016,95.5
LBR,2017,93.8
LBR,2018,92.560250792477
LBR,2019,90.2
LBR,2020,90.04390059160053
LBR,2021,89.49999999999999
LBR,2022,88.2
LBR,2023,88.89999999999999
LBY,2011,68.7
LBY,2012,84.9
LBY,2013,84.5
LBY,2014,87.8
LBY,2015,95.3
LBY,2016,96.4
LBY,2017,96.3
LBY,2018,94.60000000000001
LBY,2019,92.2
LBY,2020,95.19371849236182
LBY,2021,97.00000000000001
LBY,2022,94.29999999999998
LBY,2023,96.1
LKA,2011,93.1
LKA,2012,92.2
LKA,2013,92.9
LKA,2014,92.6
LKA,2015,90.7
LKA,2016,87.7
LKA,2017,86.6
LKA,2018,84.89668808927048
LKA,2019,84.0
LKA,2020,81.8
LKA,2021,80.50000000000001
LKA,2022,79.30000000000001
LKA,2023,90.30000000000001
LSO,2011,80.4
LSO,2012,79.0
LSO,2013,79.4
LSO,2014,78.6
LSO,2015,79.9
LSO,2016,80.9
LSO,2017,81.7
LSO,2018,80.13336187638737
LSO,2019,79.7
LSO,2020,78.29011539823739
LSO,2021,77.9
LSO,2022,77.4
LSO,2023,76.3
LTU,2011,45.3
LTU,2012,44.2
LTU,2013,43.0
LTU,2014,43.2
LTU,2015,43.0
LTU,2016,42.4
LTU,2017,41.7
LTU,2018,39.40955428935555
LTU,2019,38.1
LTU,2020,36.47089084336904
LTU,2021,38.699999999999996
LTU,2022,38.6
LTU,2023,39.39999999999999
LUX,2011,26.1
LUX,2012,25.5
LUX,2013,23.3
LUX,2014,24.6
LUX,2015,22.1
LUX,2016,24.1
LUX,2017,23.4
LUX,2018,20.757276455472248
LUX,2019,20.4
LUX,2020,18.84924040750671
LUX,2021,21.099999999999998
LUX,2022,19.999999999999996
LUX,2023,19.5
LVA,2011,54.2
LVA,2012,51.9
LVA,2013,47.9
LVA,2014,48.0
LVA,2015,48.5
LVA,2016,47.4
LVA,2017,46.4
LVA,2018,44.899921744994565
LVA,2019,43.9
LVA,2020,42.31122746144478
LVA,2021,44.0
LVA,2022,42.8
LVA,2023,43.3
MAR,2011,76.3
MAR,2012,76.1
MAR,2013,74.3
MAR,2014,74.4
MAR,2015,74.6
MAR,2016,74.2
MAR,2017,74.9
MAR,2018,74.00415254787698
MAR,2019,73.0
MAR,2020,71.22105197870692
MAR,2021,71.5
MAR,2022,70.1
MAR,2023,68.19999999999999
MDA,2011,81.2
MDA,2012,78.7
MDA,2013,76.5
MDA,2014,75.1
MDA,2015,73.0
MDA,2016,73.2
MDA,2017,72.0
MDA,2018,69.54603613998039
MDA,2019,67.1
MDA,2020,65.97954327737929
MDA,2021,67.0
MDA,2022,64.5
MDA,2023,67.39999999999999
MDG,2011,83.2
MDG,2012,82.5
MDG,2013,82.7
MDG,2014,83.1
MDG,2015,83.6
MDG,2016,84.2
MDG,2017,84.0
MDG,2018,83.57162962089447
MDG,2019,80.9
MDG,2020,79.53029880171496
MDG,2021,79.49999999999999
MDG,2022,80.4
MDG,2023,81.7
MDV,2011,75.6
MDV,2012,75.1
MDV,2013,75.4
MDV,2014,75.4
MDV,2015,74.3
MDV,2016,74.0
MDV,2017,74.4
MDV,2018,72.4
MDV,2019,69.8
MDV,2020,66.2
MDV,2021,67.6
MDV,2022,64.50000000000001
MDV,2023,62.9
MEX,2011,75.1
MEX,2012,73.6
MEX,2013,73.1
MEX,2014,71.1
MEX,2015,71.9
MEX,2016,70.4
MEX,2017,74.3
MEX,2018,71.5181435915789
MEX,2019,69.7
MEX,2020,67.19999999999999
MEX,2021,69.89999999999999
MEX,2022,70.3
MEX,2023,69.8
MKD,2011,71.0
MKD,2012,69.1
MKD,2013,68.0
MKD,2014,66.4
MKD,2015,64.5
MKD,2016,67.0
MKD,2017,66.1
MKD,2018,64.79715789270658
MKD,2019,64.6
MKD,2020,62.13086384675053
MKD,2021,64.5
MKD,2022,62.6
MKD,2023,60.3
MLI,2011,79.3
MLI,2012,77.9
MLI,2013,89.3
MLI,2014,89.8
MLI,2015,92.9
MLI,2016,95.2
MLI,2017,92.9
MLI,2018,93.58132105894025
MLI,2019,94.5
MLI,2020,96.04331296449108
MLI,2021,96.6
MLI,2022,98.60000000000002
MLI,2023,99.5
MLT,2011,45.4
MLT,2012,43.8
MLT,2013,42.4
MLT,2014,43.0
MLT,2015,40.9
MLT,2016,39.6
MLT,2017,38.6
MLT,2018,36.2062447804085
MLT,2019,34.5
MLT,2020,33.593645802064856
MLT,2021,36.2
MLT,2022,34.7
MLT,2023,33.0
MMR,2011,98.3
MMR,2012,96.2
MMR,2013,94.6
MMR,2014,94.3
MMR,2015,94.7
MMR,2016,96.3
MMR,2017,95.7
MMR,2018,96.09231014136056
MMR,2019,94.3
MMR,2020,94.0
MMR,2021,93.79999999999998
MMR,2022,100.0
MMR,2023,100.19999999999997
MNE,2011,56.3
MNE,2012,55.5
MNE,2013,54.4
MNE,2014,55.7
MNE,2015,54.2
MNE,2016,55.2
MNE,2017,55.7
MNE,2018,55.338419760815825
MNE,2019,55.3
MNE,2020,55.46679468409825
MNE,2021,58.49999999999999
MNE,2022,57.900000000000006
MNE,2023,57.99999999999999
MNG,2011,59.6
MNG,2012,58.7
MNG,2013,57.8
MNG,2014,58.1
MNG,2015,57.0
MNG,2016,56.6
MNG,2017,56.7
MNG,2018,54.87347128912537
MNG,2019,54.1
MNG,2020,51.93521252189043
MNG,2021,52.300000000000004
MNG,2022,51.6
MNG,2023,51.3
MOZ,2011,83.6
MOZ,2012,82.4
MOZ,2013,82.8
MOZ,2014,85.9
MOZ,2015,86.9
MOZ,2016,87.8
MOZ,2017,89.0
MOZ,2018,88.65413449837652
MOZ,2019,88.7
MOZ,2020,91.69371296150742
MOZ,2021,93.89999999999999
MOZ,2022,94.29999999999998
MOZ,2023,94.0
MRT,2011,88.0
MRT,2012,87.6
MRT,2013,91.7
MRT,2014,93.0
MRT,2015,94.9
MRT,2016,95.4
MRT,2017,93.7
MRT,2018,92.15282858350263
MRT,2019,90.1
MRT,2020,88.74246859603146
MRT,2021,89.10000000000001
MRT,2022,87.89999999999999
MRT,2023,87.0
MUS,2011,44.2
MUS,2012,44.7
MUS,2013,44.5
MUS,2014,46.1
MUS,2015,45.2
MUS,2016,43.2
MUS,2017,41.7
MUS,2018,40.49020053885572
MUS,2019,38.9
MUS,2020,37.18472003299283
MUS,2021,38.10000000000001
MUS,2022,37.900000000000006
MUS,2023,38.0
MWI,2011,91.2
MWI,2012,88.8
MWI,2013,89.2
MWI,2014,89.1
MWI,2015,86.9
MWI,2016,87.6
MWI,2017,88.0
MWI,2018,85.48762156104438
MWI,2019,83.3
MWI,2020,84.01636088313059
MWI,2021,83.2
MWI,2022,82.99999999999999
MWI,2023,83.2
MYS,2011,68.7
MYS,2012,68.5
MYS,2013,66.1
MYS,2014,66.2
MYS,2015,65.9
MYS,2016,66.1
MYS,2017,65.4
MYS,2018,63.59483707832034
MYS,2019,60.5
MYS,2020,57.561895525091394
MYS,2021,56.89999999999999
MYS,2022,56.4
MYS,2023,55.0
NAM,2011,71.7
NAM,2012,71.0
NAM,2013,70.4
NAM,2014,71.5
NAM,2015,70.8
NAM,2016,71.1
NAM,2017,70.4
NAM,2018,68.81558956891207
NAM,2019,66.4
NAM,2020,65.09591525499161
NAM,2021,64.30000000000001
NAM,2022,62.9
NAM,2023,60.300000000000004
NER,2011,99.1
NER,2012,96.9
NER,2013,99.0
NER,2014,97.9
NER,2015,97.8
NER,2016,98.4
NER,2017,97.4
NER,2018,96.1529034434838
NER,2019,96.2
NER,2020,95.31488303494451
NER,2021,95.99999999999999
NER,2022,95.19999999999999
NER,2023,93.39999999999999
NGA,2011,99.9
NGA,2012,101.1
NGA,2013,100.7
NGA,2014,99.7
NGA,2015,102.5
NGA,2016,103.5
NGA,2017,101.6
NGA,2018,99.90823160615737
NGA,2019,98.5
NGA,2020,97.2675111298435
NGA,2021,98.0
NGA,2022,97.20000000000002
NGA,2023,97.99999999999999
NIC,2011,81.2
NIC,2012,79.6
NIC,2013,79.2
NIC,2014,78.4
NIC,2015,79.0
NIC,2016,79.0
NIC,2017,77.4
NIC,2018,75.32932129736191
NIC,2019,78.1
NIC,2020,77.07751153310853
NIC,2021,77.1
NIC,2022,77.69999999999999
NIC,2023,77.7
NLD,2011,28.3
NLD,2012,28.1
NLD,2013,26.9
NLD,2014,28.6
NLD,2015,26.9
NLD,2016,28.2
NLD,2017,27.4
NLD,2018,26.16998872873363
NLD,2019,24.8
NLD,2020,22.859835187501513
NLD,2021,24.1
NLD,2022,22.1
NLD,2023,20.999999999999996
NOR,2011,20.4
NOR,2012,23.9
NOR,2013,21.5
NOR,2014,23.0
NOR,2015,20.9
NOR,2016,21.2
NOR,2017,20.5
NOR,2018,18.25872156828166
NOR,2019,18.0
NOR,2020,16.19121048702654
NOR,2021,16.6
NOR,2022,15.600000000000001
NOR,2023,14.5
NPL,2011,93.7
NPL,2012,93.0
NPL,2013,91.8
NPL,2014,91.0
NPL,2015,90.5
NPL,2016,91.2
NPL,2017,91.0
NPL,2018,87.87642693759165
NPL,2019,84.7
NPL,2020,82.56660214637142
NPL,2021,82.2
NPL,2022,80.6
NPL,2023,80.2
NZL,2011,24.8
NZL,2012,25.6
NZL,2013,22.7
NZL,2014,24.1
NZL,2015,22.6
NZL,2016,21.3
NZL,2017,22.6
NZL,2018,20.888699780987427
NZL,2019,20.1
NZL,2020,17.879896291384675
NZL,2021,18.400000000000002
NZL,2022,17.5
NZL,2023,16.7
OMN,2011,49.3
OMN,2012,51.7
OMN,2013,52.0
OMN,2014,53.1
OMN,2015,52.0
OMN,2016,51.6
OMN,2017,52.5
OMN,2018,52.64980160350626
OMN,2019,50.0
OMN,2020,47.99116056937856
OMN,2021,50.4
OMN,2022,49.5
OMN,2023,48.7
PAK,2011,102.3
PAK,2012,101.6
PAK,2013,102.9
PAK,2014,103.0
PAK,2015,103.0
PAK,2016,101.7
PAK,2017,98.9
PAK,2018,96.33806005544712
PAK,2019,94.2
PAK,2020,92.07809303255931
PAK,2021,90.5
PAK,2022,89.70000000000002
PAK,2023,89.89999999999999
PAN,2011,57.8
PAN,2012,56.1
PAN,2013,55.8
PAN,2014,55.7
PAN,2015,54.6
PAN,2016,53.2
PAN,2017,50.7
PAN,2018,49.48072267554133
PAN,2019,47.0
PAN,2020,45.98191488845223
PAN,2021,48.699999999999996
PAN,2022,47.5
PAN,2023,48.7
PER,2011,73.6
PER,2012,73.5
PER,2013,72.3
PER,2014,72.9
PER,2015,72.0
PER,2016,72.0
PER,2017,70.3
PER,2018,70.0729820656276
PER,2019,68.2
PER,2020,67.62810848276709
PER,2021,71.4
PER,2022,69.8
PER,2023,73.10000000000001
PHL,2011,85.0
PHL,2012,83.2
PHL,2013,82.8
PHL,2014,85.3
PHL,2015,86.2
PHL,2016,84.7
PHL,2017,84.4
PHL,2018,85.49988187329669
PHL,2019,83.1
PHL,2020,80.99999999999999
PHL,2021,82.39999999999999
PHL,2022,80.5
PHL,2023,77.8
PNG,2011,84.2
PNG,2012,83.7
PNG,2013,84.9
PNG,2014,84.1
PNG,2015,83.4
PNG,2016,86.2
PNG,2017,86.4
PNG,2018,84.77026579816999
PNG,2019,83.1
PNG,2020,82.29729048388526
PNG,2021,80.89999999999999
PNG,2022,79.49999999999999
PNG,2023,78.1
POL,2011,46.8
POL,2012,44.3
POL,2013,40.9
POL,2014,42.1
POL,2015,39.8
POL,2016,40.7
POL,2017,40.8
POL,2018,41.46116976149038
POL,2019,42.8
POL,2020,41.028733918699864
POL,2021,43.099999999999994
POL,2022,42.2
POL,2023,45.199999999999996
PRK,2011,95.6
PRK,2012,95.5
PRK,2013,95.1
PRK,2014,94.0
PRK,2015,93.8
PRK,2016,93.9
PRK,2017,93.3
PRK,2018,93.2
PRK,2019,92.7
PRK,2020,90.21129784524969
PRK,2021,89.99999999999999
PRK,2022,89.10000000000001
PRK,2023,87.0
PRT,2011,32.3
PRT,2012,34.2
PRT,2013,32.6
PRT,2014,33.1
PRT,2015,29.7
PRT,2016,29.2
PRT,2017,29.0
PRT,2018,27.273450536625276
PRT,2019,25.3
PRT,2020,23.51466331089092
PRT,2021,26.8
PRT,2022,27.500000000000004
PRT,2023,25.7
PRY,2011,72.4
PRY,2012,70.9
PRY,2013,71.8
PRY,2014,71.6
PRY,2015,71.3
PRY,2016,72.6
PRY,2017,71.6
PRY,2018,69.75151701076081
PRY,2019,67.0
PRY,2020,65.17819421791758
PRY,2021,66.4
PRY,2022,65.4
PRY,2023,63.7
PSE,2021,86.0
PSE,2022,85.60000000000001
PSE,2023,87.9
QAT,2011,49.5
QAT,2012,48.0
QAT,2013,47.1
QAT,2014,48.9
QAT,2015,46.3
QAT,2016,45.1
QAT,2017,44.0
QAT,2018,48.06415433835673
QAT,2019,45.4
QAT,2020,43.73987834909789
QAT,2021,44.099999999999994
QAT,2022,42.300000000000004
QAT,2023,40.5
ROU,2011,59.8
ROU,2012,59.5
ROU,2013,57.4
ROU,2014,56.9
ROU,2015,54.2
ROU,2016,52.9
ROU,2017,50.9
ROU,2018,49.36140868153144
ROU,2019,47.8
ROU,2020,46.65460149468231
ROU,2021,51.0
ROU,2022,50.8
ROU,2023,53.0
RUS,2011,77.7
RUS,2012,77.1
RUS,2013,77.1
RUS,2014,76.5
RUS,2015,80.0
RUS,2016,81.0
RUS,2017,79.2
RUS,2018,77.16545659420007
RUS,2019,74.7
RUS,2020,72.55858319621083
RUS,2021,73.59999999999998
RUS,2022,72.6
RUS,2023,80.7
RWA,2011,91.0
RWA,2012,89.3
RWA,2013,89.3
RWA,2014,90.5
RWA,2015,90.2
RWA,2016,91.3
RWA,2017,90.8
RWA,2018,89.28772432240727
RWA,2019,87.5
RWA,2020,86.02952230051775
RWA,2021,84.99999999999999
RWA,2022,83.7
RWA,2023,82.30000000000001
SAU,2011,75.2
SAU,2012,73.4
SAU,2013,72.7
SAU,2014,73.1
SAU,2015,71.6
SAU,2016,72.2
SAU,2017,71.2
SAU,2018,70.23498732317032
SAU,2019,70.4
SAU,2020,68.80000000000001
SAU,2021,69.7
SAU,2022,67.5
SAU,2023,65.3
SDN,2011,108.7
SDN,2012,109.4
SDN,2013,111.0
SDN,2014,110.1
SDN,2015,110.8
SDN,2016,111.5
SDN,2017,110.6
SDN,2018,108.66319439644046
SDN,2019,108.0
SDN,2020,104.76588517295875
SDN,2021,105.19999999999999
SDN,2022,107.1
SDN,2023,106.19999999999999
SEN,2011,76.8
SEN,2012,79.3
SEN,2013,81.4
SEN,2014,82.8
SEN,2015,82.9
SEN,2016,83.6
SEN,2017,82.3
SEN,2018,79.62828847155544
SEN,2019,77.2
SEN,2020,74.5646477541905
SEN,2021,73.39999999999999
SEN,2022,72.10000000000001
SEN,2023,71.50000000000001
SGP,2011,35.1
SGP,2012,35.6
SGP,2013,34.0
SGP,2014,35.9
SGP,2015,34.4
SGP,2016,32.9
SGP,2017,32.5
SGP,2018,30.421202731235
SGP,2019,28.1
SGP,2020,26.3261946557654
SGP,2021,26.6
SGP,2022,25.799999999999997
SGP,2023,25.499999999999996
SLB,2011,85.9
SLB,2012,85.6
SLB,2013,85.2
SLB,2014,86.4
SLB,2015,85.9
SLB,2016,85.3
SLB,2017,84.8
SLB,2018,83.10491831793692
SLB,2019,81.9
SLB,2020,79.74524648137532
SLB,2021,79.30000000000001
SLB,2022,80.39999999999999
SLB,2023,79.60000000000001
SLE,2011,92.1
SLE,2012,90.4
SLE,2013,91.2
SLE,2014,89.9
SLE,2015,91.9
SLE,2016,91.0
SLE,2017,89.3
SLE,2018,89.08699644672271
SLE,2019,86.8
SLE,2020,84.35580251344358
SLE,2021,83.4
SLE,2022,82.39999999999999
SLE,2023,81.39999999999999
SLV,2011,76.0
SLV,2012,74.4
SLV,2013,73.2
SLV,2014,72.0
SLV,2015,71.4
SLV,2016,72.5
SLV,2017,73.1
SLV,2018,71.16006105064231
SLV,2019,69.8
SLV,2020,68.89464371164277
SLV,2021,71.6
SLV,2022,70.8
SLV,2023,69.3
SOM,2011,113.4
SOM,2012,114.9
SOM,2013,113.9
SOM,2014,112.6
SOM,2015,114.0
SOM,2016,114.0
SOM,2017,113.4
SOM,2018,113.20079608219345
SOM,2019,112.3
SOM,2020,110.88895932474605
SOM,2021,110.9
SOM,2022,110.5
SOM,2023,111.89999999999999
SRB,2011,74.4
SRB,2012,75.0
SRB,2013,74.4
SRB,2014,72.0
SRB,2015,73.8
SRB,2016,72.0
SRB,2017,70.0
SRB,2018,68.0600623653456
SRB,2019,68.0
SRB,2020,66.11626143786188
SRB,2021,67.4
SRB,2022,67.8
SRB,2023,67.9
SSD,2012,108.4
SSD,2013,110.6
SSD,2014,112.9
SSD,2015,114.5
SSD,2016,113.8
SSD,2017,113.9
SSD,2018,113.35731518994112
SSD,2019,112.2
SSD,2020,110.75219038198196
SSD,2021,109.4
SSD,2022,108.39999999999999
SSD,2023,108.50000000000001
STP,2011,74.5
STP,2012,73.9
STP,2013,74.6
STP,2014,75.8
STP,2015,73.7
STP,2016,72.9
STP,2017,72.1
STP,2018,72.1307816493097
STP,2019,71.1
STP,2020,70.28190046461518
STP,2021,71.5
STP,2022,70.4
STP,2023,69.7
SUR,2011,71.1
SUR,2012,71.2
SUR,2013,71.2
SUR,2014,70.6
SUR,2015,68.4
SUR,2016,66.7
SUR,2017,65.9
SUR,2018,64.01235952203785
SUR,2019,61.9
SUR,2020,60.12230683109472
SUR,2021,61.50000000000001
SUR,2022,60.800000000000004
SUR,2023,59.699999999999996
SVK,2011,47.1
SVK,2012,47.4
SVK,2013,45.3
SVK,2014,45.3
SVK,2015,42.6
SVK,2016,44.9
SVK,2017,44.3
SVK,2018,42.47488888000861
SVK,2019,40.5
SVK,2020,38.22181460375541
SVK,2021,39.00000000000001
SVK,2022,37.099999999999994
SVK,2023,37.800000000000004
SVN,2011,35.5
SVN,2012,34.0
SVN,2013,32.3
SVN,2014,32.6
SVN,2015,31.5
SVN,2016,33.9
SVN,2017,32.4
SVN,2018,30.33350186495465
SVN,2019,28.0
SVN,2020,25.84648022438141
SVN,2021,28.2
SVN,2022,27.7
SVN,2023,27.299999999999997
SWE,2011,22.8
SWE,2012,21.3
SWE,2013,19.7
SWE,2014,21.4
SWE,2015,20.2
SWE,2016,22.6
SWE,2017,22.1
SWE,2018,20.818812325589526
SWE,2019,20.3
SWE,2020,18.209201949895153
SWE,2021,21.4
SWE,2022,20.9
SWE,2023,20.6
SWZ,2011,82.5
SWZ,2012,83.5
SWZ,2013,85.6
SWZ,2014,85.8
SWZ,2015,86.2
SWZ,2016,87.6
SWZ,2017,88.8
SWZ,2018,87.54065035971811
SWZ,2019,85.3
SWZ,2020,83.0
SWZ,2021,82.5
SWZ,2022,80.4
SWZ,2023,79.1
SYC,2011,67.0
SYC,2012,65.1
SYC,2013,64.0
SYC,2014,63.7
SYC,2015,62.1
SYC,2016,60.2
SYC,2017,59.4
SYC,2018,56.754155689071474
SYC,2019,55.2
SYC,2020,54.6754977355289
SYC,2021,56.300000000000004
SYC,2022,54.199999999999996
SYC,2023,53.3
SYR,2011,85.9
SYR,2012,94.5
SYR,2013,97.4
SYR,2014,101.6
SYR,2015,107.8
SYR,2016,110.8
SYR,2017,110.6
SYR,2018,111.39303110352296
SYR,2019,111.5
SYR,2020,110.74969653593257
SYR,2021,110.69999999999999
SYR,2022,108.4
SYR,2023,107.10000000000001
TCD,2011,110.3
TCD,2012,107.6
TCD,2013,109.0
TCD,2014,108.7
TCD,2015,108.4
TCD,2016,110.1
TCD,2017,109.4
TCD,2018,108.31187045747872
TCD,2019,108.5
TCD,2020,106.43382055499453
TCD,2021,105.8
TCD,2022,105.69999999999999
TCD,2023,104.60000000000001
TGO,2011,89.4
TGO,2012,87.5
TGO,2013,87.8
TGO,2014,87.8
TGO,2015,86.8
TGO,2016,85.8
TGO,2017,83.9
TGO,2018,85.15884542590535
TGO,2019,87.4
TGO,2020,85.84143116430509
TGO,2021,85.1
TGO,2022,83.59999999999998
TGO,2023,82.1
THA,2011,78.3
THA,2012,77.0
THA,2013,75.1
THA,2014,77.0
THA,2015,79.1
THA,2016,78.8
THA,2017,76.2
THA,2018,74.98003133114115
THA,2019,73.1
THA,2020,70.81357974524154
THA,2021,70.89999999999999
THA,2022,70.0
THA,2023,68.0
TJK,2011,88.3
TJK,2012,85.7
TJK,2013,85.2
TJK,2014,84.6
TJK,2015,83.4
TJK,2016,83.8
TJK,2017,81.8
TJK,2018,79.5020376295363
TJK,2019,77.7
TJK,2020,75.50515391672525
TJK,2021,75.1
TJK,2022,75.0
TJK,2023,74.2
TKM,2011,79.7
TKM,2012,77.4
TKM,2013,76.7
TKM,2014,78.2
TKM,2015,77.4
TKM,2016,76.0
TKM,2017,74.4
TKM,2018,72.62111503765558
TKM,2019,71.4
TKM,2020,69.05814193586684
TKM,2021,68.20000000000002
TKM,2022,66.5
TKM,2023,64.5
TLS,2011,94.9
TLS,2012,92.7
TLS,2013,91.5
TLS,2014,91.0
TLS,2015,90.5
TLS,2016,90.8
TLS,2017,90.5
TLS,2018,88.25683064064846
TLS,2019,85.5
TLS,2020,82.66311377505994
TLS,2021,80.9
TLS,2022,79.3
TLS,2023,77.5
TTO,2011,63.7
TTO,2012,64.4
TTO,2013,62.6
TTO,2014,61.3
TTO,2015,58.7
TTO,2016,57.8
TTO,2017,56.7
TTO,2018,54.605739840210504
TTO,2019,53.0
TTO,2020,51.9451410707907
TTO,2021,52.9
TTO,2022,52.4
TTO,2023,52.89999999999999
TUN,2011,70.1
TUN,2012,74.2
TUN,2013,76.5
TUN,2014,77.5
TUN,2015,75.7
TUN,2016,74.6
TUN,2017,74.2
TUN,2018,72.0706745688338
TUN,2019,70.1
TUN,2020,68.12591302617336
TUN,2021,69.19999999999999
TUN,2022,68.2
TUN,2023,66.39999999999999
TUR,2011,74.9
TUR,2012,76.6
TUR,2013,75.9
TUR,2014,74.1
TUR,2015,74.6
TUR,2016,77.3
TUR,2017,80.8
TUR,2018,82.21903599918711
TUR,2019,80.3
TUR,2020,79.14739400388918
TUR,2021,79.7
TUR,2022,78.1
TUR,2023,81.19999999999999
TZA,2011,81.3
TZA,2012,80.4
TZA,2013,81.1
TZA,2014,80.8
TZA,2015,80.8
TZA,2016,81.8
TZA,2017,80.3
TZA,2018,79.38569084972285
TZA,2019,80.1
TZA,2020,78.14413662466475
TZA,2021,79.3
TZA,2022,78.2
TZA,2023,76.6
UGA,2011,96.3
UGA,2012,96.5
UGA,2013,96.6
UGA,2014,96.0
UGA,2015,97.0
UGA,2016,97.7
UGA,2017,96.0
UGA,2018,95.14379555232746
UGA,2019,95.3
UGA,2020,92.7703684743757
UGA,2021,92.89999999999999
UGA,2022,92.1
UGA,2023,91.5
UKR,2011,69.0
UKR,2012,67.2
UKR,2013,65.9
UKR,2014,67.2
UKR,2015,76.3
UKR,2016,75.5
UKR,2017,74.0
UKR,2018,72.56161244731106
UKR,2019,71.0
UKR,2020,69.00704175599185
UKR,2021,69.8
UKR,2022,68.6
UKR,2023,95.89999999999999
URY,2011,40.4
URY,2012,40.5
URY,2013,38.4
URY,2014,37.9
URY,2015,36.4
URY,2016,36.2
URY,2017,36.8
URY,2018,35.444748420198586
URY,2019,34.0
URY,2020,33.405777354578404
URY,2021,35.900000000000006
URY,2022,35.2
URY,2023,34.4
USA,2011,34.8
USA,2012,34.8
USA,2013,33.5
USA,2014,35.4
USA,2015,35.4
USA,2016,34.0
USA,2017,35.6
USA,2018,37.7
USA,2019,38.0
USA,2020,38.27275827818653
USA,2021,44.6
USA,2022,46.6
USA,2023,45.300000000000004
UZB,2011,88.3
UZB,2012,87.5
UZB,2013,86.9
UZB,2014,86.3
UZB,2015,85.3
UZB,2016,83.5
UZB,2017,81.5
UZB,2018,79.1
UZB,2019,75.7
UZB,2020,73.10388718030978
UZB,2021,72.00000000000001
UZB,2022,69.6
UZB,2023,66.80000000000001
VEN,2011,78.2
VEN,2012,77.3
VEN,2013,75.3
VEN,2014,76.7
VEN,2015,78.7
VEN,2016,81.6
VEN,2017,82.9
VEN,2018,86.20692501836953
VEN,2019,89.3
VEN,2020,91.15759122974585
VEN,2021,92.60000000000001
VEN,2022,91.60000000000001
VEN,2023,90.5
VNM,2011,76.1
VNM,2012,74.0
VNM,2013,73.1
VNM,2014,72.7
VNM,2015,72.4
VNM,2016,70.7
VNM,2017,70.2
VNM,2018,68.39565234056963
VNM,2019,66.1
VNM,2020,63.885397212926094
VNM,2021,63.29999999999999
VNM,2022,60.9
VNM,2023,58.300000000000004
WSM,2011,69.5
WSM,2012,68.5
WSM,2013,68.7
WSM,2014,69.3
WSM,2015,68.2
WSM,2016,67.6
WSM,2017,67.1
WSM,2018,65.53086971578227
WSM,2019,64.2
WSM,2020,63.296648558996196
WSM,2021,64.2
WSM,2022,64.8
WSM,2023,65.1
YEM,2011,100.3
YEM,2012,104.8
YEM,2013,107.0
YEM,2014,105.4
YEM,2015,108.2
YEM,2016,111.5
YEM,2017,111.1
YEM,2018,112.6715037597987
YEM,2019,113.5
YEM,2020,112.43869382016283
YEM,2021,111.7
YEM,2022,111.7
YEM,2023,108.89999999999999
ZAF,2011,67.6
ZAF,2012,66.8
ZAF,2013,67.6
ZAF,2014,66.6
ZAF,2015,67.0
ZAF,2016,69.9
ZAF,2017,72.3
ZAF,2018,72.89999999999999
ZAF,2019,71.1
ZAF,2020,70.1072430706828
ZAF,2021,70.0
ZAF,2022,72.0
ZAF,2023,72.0
ZMB,2011,83.8
ZMB,2012,85.9
ZMB,2013,86.6
ZMB,2014,86.2
ZMB,2015,85.1
ZMB,2016,86.3
ZMB,2017,87.8
ZMB,2018,87.22404970609999
ZMB,2019,85.7
ZMB,2020,84.47412891194057
ZMB,2021,84.89999999999999
ZMB,2022,83.60000000000001
ZMB,2023,81.8
ZWE,2011,107.9
ZWE,2012,106.3
ZWE,2013,105.2
ZWE,2014,102.8
ZWE,2015,100.0
ZWE,2016,100.5
ZWE,2017,101.6
ZWE,2018,102.29375253209211
ZWE,2019,99.5
ZWE,2020,99.22085680550748
ZWE,2021,99.10000000000001
ZWE,2022,97.8
ZWE,2023,96.9
